orgao_cnpj,portfolio_hhi_mar,portfolio_hhi_norm_mar,portfolio_cr1_mar,portfolio_cr4_mar,count_hhi_mar,count_hhi_norm_mar,exposicao_strength_global_mar,exposicao_degree_global_mar,n_fornecedores_mar,n_instrumentos_mar,quadrante_mar,exposicao_oculta_mar,portfolio_hhi_abr,portfolio_hhi_norm_abr,portfolio_cr1_abr,portfolio_cr4_abr,count_hhi_abr,count_hhi_norm_abr,exposicao_strength_global_abr,exposicao_degree_global_abr,n_fornecedores_abr,n_instrumentos_abr,quadrante_abr,exposicao_oculta_abr,delta_hhi,delta_hhi_norm,delta_exposicao_strength,quadrante_estavel
07690399000129,0.1296165852659959,0.0329073169622176,0.1872795476177145,0.636489185002706,0.1,3.0839528461809905e-17,0.5890870858965318,0.5479213149321811,10,10,baixo_baixo,False,0.1991332892954044,0.1375281577027432,0.4064975442508588,0.6353657061701152,0.0714285714285714,0.0,0.6930713251149978,0.4927594221456594,14,14,baixo_baixo,False,0.06951670402940849,0.1046208407405256,0.103984239218466,True
07711512000105,0.2817477182815209,0.1021846478519011,0.4444902487603924,0.9042540618241643,0.2,3.4694469519536136e-17,0.8104037897108461,0.4095272879056663,5,5,baixo_baixo,False,0.2717535862607264,0.1261043035128717,0.4362601639623044,0.887511090232362,0.1666666666666666,3.3306690738754695e-17,0.7900951747580256,0.4060703352497573,6,6,baixo_baixo,False,-0.009994132020794522,0.023919655660970596,-0.020308614952820547,True
07720960000175,0.3274644833794522,0.1593306042243152,0.3950641384007295,0.9871975926367312,0.2222222222222222,0.0277777777777778,0.5776346566593622,0.6461890227772907,5,6,baixo_baixo,False,0.3274644833794522,0.1593306042243152,0.3950641384007295,0.9871975926367312,0.2222222222222222,0.0277777777777778,0.6546731021655591,0.8564372626722416,5,6,baixo_baixo,False,0.0,0.0,0.07703844550619687,True
07733475000136,0.1954984476494698,0.0345981371793637,0.2795115776971822,0.8180929806971223,0.1875,0.025,0.5800898325299109,0.4829090398429235,6,8,baixo_baixo,False,0.1664371952789773,0.0275100611588069,0.2475897740302699,0.7246621334805354,0.1604938271604938,0.0205761316872427,0.5533683210794129,0.4717192628830839,7,9,baixo_baixo,False,-0.029061252370492507,-0.007088076020556798,-0.026721511450497948,True
07742778000115,0.3054746415691896,0.2707483736476491,0.4915742846289668,0.9213978655699644,0.0476190476190476,0.0,0.9435515753667864,0.4661344208462841,21,21,oculta,True,0.3054746415691896,0.2707483736476491,0.4915742846289668,0.9213978655699644,0.0476190476190476,0.0,0.9438927637998408,0.5365071047469726,21,21,oculta,True,0.0,0.0,0.00034118843305441793,True
07748322000162,0.1612112828551202,0.1192718469978762,0.3038200433373973,0.6941444045694702,0.0520833333333333,0.0046875,0.6844702981087042,0.5125328359111456,21,24,baixo_baixo,False,0.1556972846782701,0.1189884709686296,0.2983974935605199,0.6817553845931323,0.0487514863258026,0.0073928552964896,0.6656261205341463,0.5175120138349509,24,29,baixo_baixo,False,-0.00551399817685011,-0.0002833760292465931,-0.01884417757455792,True
07750478000188,0.0458086276109751,0.0340284872111106,0.1062658868112459,0.3510214939731837,0.03643798828125,0.0245421609760802,0.6035859174082767,0.4886181120528876,82,256,baixo_baixo,False,0.1500675564954031,0.1416523837874368,0.3596881474035717,0.5516248051047383,0.0288594833018273,0.0192442306612513,0.7747827528399954,0.6657768622240678,102,345,baixo_baixo,False,0.104258928884428,0.1076238965763262,0.1711968354317187,True
07777639000127,0.1717350581312433,0.1125732765691892,0.2247718565655859,0.7700871115817446,0.074074074074074,0.0079365079365079,0.6059964005312652,0.4129503240113403,15,18,baixo_baixo,False,0.2939037532057384,0.269555606764557,0.519381063712671,0.744576853224316,0.0401662049861495,0.0070684879167064,0.8653640443411581,0.4506511885987658,30,38,baixo_baixo,False,0.12216869507449513,0.15698233019536778,0.25936764380989286,True
07789410000102,0.3095970665878984,0.136996333234873,0.4633237517300117,0.9795592462472054,0.2,3.4694469519536136e-17,0.5700340413712361,0.8714211758399351,5,5,baixo_baixo,False,0.1992918160874177,0.0992032930983449,0.3187749042893976,0.8186186420814126,0.1111111111111111,0.0,0.6733247419259863,0.9098277530449472,9,9,baixo_baixo,False,-0.11030525050048068,-0.03779304013652811,0.1032907005547502,True
07804588000185,0.0469660576680402,0.0299475944121124,0.1031547873350692,0.3584003258083673,0.0187304890738813,0.0012078192359149,0.7360027094496293,0.4970930374847678,57,62,baixo_baixo,False,0.0426748605716216,0.0272341325163252,0.0783953609524986,0.2926619270059584,0.0171428571428571,0.0012903225806451,0.7604262925066764,0.536004936579939,63,70,baixo_baixo,False,-0.004291197096418599,-0.0027134618957872017,0.02442358305704706,True
07821223000169,0.0985392339063474,0.0684905417032256,0.2213495720439458,0.5342583885414871,0.0482093663911845,0.0164830119375573,0.9557982436096136,0.9940677379119875,31,66,oculta,True,0.093583476523909,0.0661163091458456,0.2115179140302109,0.510528296277897,0.0439111111111111,0.0149387205387205,0.961644783284128,0.994944457783577,34,75,oculta,True,-0.0049557573824384055,-0.002374232557380007,0.005846539674514317,True
07854402000100,0.3747239220438245,0.2705112423844619,0.5830884111851421,0.8576209077711413,0.1428571428571428,0.0,0.8457712075465622,0.4930862283692206,7,7,baixo_baixo,False,0.1693327211584478,0.1204699400501212,0.321719443197428,0.7161501834220071,0.0581717451523545,0.002770083102493,0.91788755691112,0.5490157077006703,18,19,baixo_baixo,False,-0.20539120088537668,-0.1500413023343407,0.0721163493645578,True
07868234000102,0.1694550424020543,0.1348490025021399,0.3556572820211328,0.6408208593974437,0.0425240054869684,0.0026291723822587,0.7868052319050335,0.8926720673762536,25,27,baixo_baixo,False,0.1238393628964226,0.0972890405599506,0.234992966044036,0.592690354031057,0.0314097881665449,0.0020585696261371,0.7936215184493877,0.8654968017277158,34,37,baixo_baixo,False,-0.04561567950563171,-0.037559961942189315,0.006816286544354178,True
07900983000161,0.6419200751631676,0.5703040901958012,0.775106238249786,0.9938342909208654,0.1666666666666666,3.3306690738754695e-17,0.9687080518640836,0.411427588322542,6,6,critico,False,0.6419200751631676,0.5703040901958012,0.775106238249786,0.9938342909208654,0.1666666666666666,3.3306690738754695e-17,0.9671307340812824,0.4079658191038337,6,6,critico,False,0.0,0.0,-0.0015773177828012352,True
08013657000103,0.0847534677485378,0.0193787154448619,0.1021386354445411,0.401925728585103,0.0726643598615916,0.0064260998517053,0.6863266121851499,0.6688684738517754,15,17,baixo_baixo,False,0.07696447590063,0.0192747556444193,0.0927024664762978,0.3647934615334969,0.0637119113573407,0.0051939058171745,0.6815143914325855,0.7318995231905203,17,19,baixo_baixo,False,-0.007788991847907795,-0.00010395980044259831,-0.004812220752564378,True
08036438000131,0.2267324322521414,0.1564353806386998,0.3814124723541216,0.8507922741299747,0.0933333333333333,0.0109090909090909,0.9321803001894332,0.4206217132172578,12,15,oculta,True,0.2129036257825511,0.1473122612644303,0.3686203244835805,0.8222576525151897,0.0859375,0.0097656249999999,0.9255279725218076,0.4351369278441478,13,16,oculta,True,-0.01382880646959031,-0.00912311937426949,-0.006652327667625579,True
08046438000112,0.1343252723000104,0.0477577995300115,0.163539071469444,0.6403767955931566,0.0987654320987654,0.0086419753086419,0.7353233303333127,0.4434723296174805,11,18,baixo_baixo,False,0.1103334554134004,0.0361945766978504,0.1420992881201408,0.5564241374541898,0.0839002267573695,0.0075585789871503,0.7247245191546915,0.4658480780029203,13,21,baixo_baixo,False,-0.023991816886610007,-0.011563222832161095,-0.01059881117862116,True
08082743000160,0.4821586881948618,0.4549038823103808,0.6668282401123616,0.946790368453696,0.0763888888888888,0.0277777777777777,0.9165229570627976,0.4134080247238209,20,24,hhi_alto,False,0.4144598116729677,0.3900623038260081,0.5811716365812608,0.9282443987953763,0.07421875,0.03564453125,0.9325152012233184,0.4223730682574429,25,32,critico,False,-0.0676988765218941,-0.06484157848437272,0.015992244160520808,False
08083086000175,0.1464573566295359,0.1314829242897032,0.3187654922875372,0.6387584320872622,0.0439342403628117,0.0271611568604049,0.8508251918178438,0.8361942946254005,58,168,baixo_baixo,False,0.0462121524735646,0.0384577797294472,0.1697049353789952,0.329644591229275,0.0251558956916099,0.0172303338679645,0.8820879120197112,0.614847622259187,124,336,baixo_baixo,False,-0.10024520415597131,-0.09302514456025601,0.03126272020186738,True
08184785000101,0.184874599487772,0.1644964644749663,0.3361456195696656,0.7371731364420987,0.0370583165756966,0.012984774490089,0.7220939380117848,0.7959640314440368,41,118,baixo_baixo,False,0.1465063465136484,0.1266576568976867,0.2926916511468691,0.6418778348579292,0.0361159169550172,0.0137000080469944,0.7138835119655679,0.7797646379241707,44,136,baixo_baixo,False,-0.03836825297412358,-0.03783880757727959,-0.008210426046216912,True
08184821000137,0.1159159671985793,0.1116655631947264,0.285819737935132,0.5359869136365647,0.0138645485895189,0.00912351276543,0.9523223378046488,0.7232459058496118,209,532,oculta,True,0.1752032433638312,0.1717949923033511,0.3720043570047529,0.652065119791993,0.0122871519520571,0.0082056939022722,0.9666734997285448,0.7867567452074637,243,623,oculta,True,0.059287276165251895,0.060129429108624705,0.014351161923895961,True
08259606000158,0.0680191311382706,0.05742843944666,0.1480614942539825,0.4249289797813758,0.0278867034323298,0.016839961425879,0.96001731661112,0.9970398971872944,89,253,oculta,True,0.0559971384081243,0.0463644561469827,0.1098834598462593,0.3781139498786756,0.0313111412580357,0.0214265610667911,0.9659228209117778,0.998047999603114,99,383,oculta,True,-0.0120219927301463,-0.011063983299677296,0.005905504300657838,True
08281643000162,0.1537334211679221,0.1465003734855967,0.3490859278326641,0.6187762838154556,0.0206295422708061,0.012258854597907,0.9289751807555608,0.7678093283783627,118,289,oculta,True,0.1837223322981178,0.1780928311415532,0.3767981144833859,0.6600547897875068,0.0179083855882665,0.0111353399716339,0.9451747079462748,0.6528844757371383,146,388,oculta,True,0.029988911130195695,0.0315924576559565,0.016199527190713936,True
08289417000128,0.0581616063676865,0.046814155841996,0.1584681574845295,0.3767285124518674,0.0305770374776918,0.0188972427485074,0.9332644251111892,0.9965236362985522,84,205,oculta,True,0.0469085232928803,0.0376552079850442,0.1297170255502526,0.3380536986671166,0.0294398979700286,0.0200169843580872,0.9405662219886836,0.997093238767389,104,291,oculta,True,-0.0112530830748062,-0.009158947856951795,0.0073017968774943265,True
08325807000106,0.2442618925204053,0.0553273656505066,0.3071192129425913,0.9644821141003403,0.2,3.4694469519536136e-17,0.5928643020084666,0.7769634023950532,5,5,baixo_baixo,False,0.1963686101422545,0.0356423321707054,0.2489240914903989,0.8176778646789757,0.1666666666666666,3.3306690738754695e-17,0.6097555086520579,0.807343379642629,6,6,baixo_baixo,False,-0.0478932823781508,-0.019685033479801203,0.016891206643591228,True
08345495000100,0.0834335063743138,0.066768661035665,0.1538310294685914,0.5058167305886184,0.0422367638310529,0.0248228868097993,0.8547147107430857,0.8277700936149585,56,123,baixo_baixo,False,0.0466777859558321,0.0344557062885991,0.1024264452500322,0.3391467038392835,0.0316050837471593,0.0191897643080203,0.8791282642937134,0.8872711014462947,79,218,baixo_baixo,False,-0.036755720418481706,-0.03231295474706591,0.024413553550627687,True
08351513000159,0.1767370956673866,0.1179326025007714,0.2273574006804352,0.812720858768311,0.0703125,0.00390625,0.8110016799782114,0.4666288170864326,15,16,baixo_baixo,False,0.1131710068936219,0.0825906967865054,0.2833231679444606,0.4617329905595223,0.0416326530612245,0.0085855031667839,0.8594043173335708,0.4508325393988477,30,35,baixo_baixo,False,-0.0635660887737647,-0.035341905714266,0.048402637355359435,True
08418330000103,0.862182198415835,0.8574298604301741,0.928237683874492,0.9623796521251272,0.0463999999999999,0.0135172413793103,0.9882205360645484,0.9258102075306426,30,50,critico,False,0.8599246886767874,0.8554061302470063,0.927021052288811,0.9611182710127976,0.0436390532544378,0.0127887001336133,0.9874596090231016,0.9285699651430152,32,52,critico,False,-0.0022575097390475918,-0.0020237301831678156,-0.0007609270414468128,True
08418353000118,0.0931025034197661,0.0233411575289789,0.1550886525510144,0.4815270028730173,0.0714285714285714,0.0,0.5968670362144315,0.6089196406767144,14,14,baixo_baixo,False,0.0931025034197661,0.0233411575289789,0.1550886525510144,0.4815270028730173,0.0714285714285714,0.0,0.5880769621422564,0.6070072169065092,14,14,baixo_baixo,False,0.0,0.0,-0.008790074072175136,True
08434600000170,0.5225287003912277,0.4270344404694732,0.6986918760975939,0.9507382974998606,0.1666666666666666,3.3306690738754695e-17,0.6565858823078937,0.8330291653252923,6,6,hhi_alto,False,0.3829968389168562,0.2801629787363322,0.5718658698240516,0.9339784066017738,0.1428571428571428,0.0,0.6522832653630853,0.7847648273990917,7,7,hhi_alto,False,-0.13953186147437147,-0.14687146173314097,-0.0043026169448083795,True
08438054000145,0.0558484737236909,0.0296220424382379,0.1455954356814661,0.338760569808413,0.0430501199343517,0.016468178821417,0.9254889558093016,0.9967498918073124,37,89,oculta,True,0.0464805092865066,0.0266155198966422,0.118402245451753,0.3054520476591916,0.0369524321418973,0.0168889411448535,0.9211983711802308,0.9967262828609068,49,122,baixo_baixo,False,-0.009367964437184302,-0.0030065225415957,-0.004290584629070726,False
08451643000163,0.5274346535842894,0.4749273928714327,0.7164794937846342,0.8898056562820914,0.1,3.0839528461809905e-17,0.8797289724393047,0.4095272879056663,10,10,hhi_alto,False,0.4958839072141536,0.445472297935569,0.6940314641796204,0.8619271421191541,0.0909090909090909,0.0,0.8640400926695048,0.4060703352497573,11,11,hhi_alto,False,-0.03155074637013583,-0.029455094935863735,-0.015688879769799935,True
08543762000146,0.3143829797979923,0.252054159779628,0.5270074010502032,0.808383612766351,0.0969529085872576,0.0148577184588264,0.95017604461915,0.995960928034772,12,19,oculta,True,0.1740018622421327,0.110463543953066,0.3396462838783894,0.692292022957666,0.0986121256391526,0.0292745968421644,0.9600068362708004,0.9976142275827103,14,37,oculta,True,-0.14038111755585958,-0.14159061582656196,0.009830791651650461,True
