orgao_cnpj,portfolio_hhi,count_hhi,portfolio_neff,count_neff,portfolio_cr1,portfolio_cr4,relacao_hhi,razao_neff_valor_frequencia
11408074000188,0.3362216505533447,0.1666666666666666,2.9742284542183004,5.999999999999999,0.5301828768014666,0.8858080925247975,HHI monetário > HHI frequência,0.4957047423697168
11418721000132,0.2814297796112014,0.074829931972789,3.5532842380131617,13.363636363636369,0.3455893587155208,0.9748938708544004,HHI monetário > HHI frequência,0.2658920178105086
11420915000172,0.3471892945739313,0.2,2.880273140988389,4.999999999999999,0.4869022530851646,0.9779930103887344,HHI monetário > HHI frequência,0.5760546281976778
11423342000130,0.0865592264812733,0.0449954086317722,11.552783459962464,22.22448979591837,0.1466979680660411,0.4964071740235485,HHI monetário > HHI frequência,0.5198222126153909
11431615000199,0.2410550842855903,0.085,4.148429405518154,11.764705882352938,0.3867926179866805,0.8006154080631224,HHI monetário > HHI frequência,0.3526164994690432
11433441000101,0.0820863485427253,0.0699588477366255,12.182293618280598,14.294117647058826,0.1548871137585981,0.4551384181873595,HHI monetário > HHI frequência,0.8522592243241569
11436906000170,0.7274219028595077,0.0319234421798524,1.3747180227444118,31.324942791762,0.8521543190250314,0.8931822815949486,HHI monetário > HHI frequência,0.043885731312682315
11436910000138,0.2834074969672476,0.183673469387755,3.52848816880651,5.444444444444445,0.4058335541316654,0.9210910298656176,HHI monetário > HHI frequência,0.6480896636583385
11444466000100,0.2857846221675343,0.2,3.4991385905074144,4.999999999999999,0.3597122302158274,0.9273629372364178,HHI monetário > HHI frequência,0.699827718101483
11455792000105,0.0661593720418511,0.0473465140478668,15.115016499361865,21.120879120879124,0.1391192711317211,0.4134486658822286,HHI monetário > HHI frequência,0.715643341020775
11481782000144,0.1873038545188425,0.055885850178359,5.338918425191303,17.8936170212766,0.3306559625695142,0.723533529264784,HHI monetário > HHI frequência,0.29836999522472196
11485410000196,0.0919650816807774,0.0400390625,10.873692294115806,24.97560975609756,0.1600435603070042,0.5296709379587051,HHI monetário > HHI frequência,0.4353724453698712
11491075000139,0.0849234339344193,0.0577609745851711,11.775312816156644,17.312727272727273,0.2101131994567804,0.4809637081429689,HHI monetário > HHI frequência,0.6801535443064645
11520158000109,0.140843872243101,0.0625,7.100060400739112,16.0,0.2883763380421771,0.5976943521408749,HHI monetário > HHI frequência,0.4437537750461945
11553540000119,0.1298229915978703,0.0505651397977394,7.702795842954559,19.776470588235306,0.2214437929211744,0.6552509087701106,HHI monetário > HHI frequência,0.38949294863244327
11607258000177,0.237602855793145,0.15625,4.208703622950522,6.4,0.3844463971880492,0.8402899824253075,HHI monetário > HHI frequência,0.657609941086019
11627479000107,0.6940156798037598,0.2222222222222222,1.4408896356387229,4.499999999999999,0.8255112991324457,0.9875997877556052,HHI monetário > HHI frequência,0.32019769680860516
11701954000148,0.2619931468279527,0.2,3.816893732173408,4.999999999999999,0.3300556968988516,0.9381145568314652,HHI monetário > HHI frequência,0.7633787464346817
11732185000145,0.4573338995149725,0.1111111111111111,2.186586214274853,9.0,0.6088294428030696,0.9672364107625244,HHI monetário > HHI frequência,0.24295402380831702
11750074000161,0.1798280777057393,0.1666666666666666,5.560866872170789,5.999999999999999,0.2454390493254766,0.7635881534570386,HHI monetário > HHI frequência,0.9268111453617983
11839890000146,0.2052142840983325,0.2,4.872955137571369,4.999999999999999,0.2397487676647735,0.84829972892531,HHI monetário > HHI frequência,0.974591027514274
11840546000177,0.1368483358889985,0.0270149211948153,7.307359592674389,37.01658031088085,0.3416046310701714,0.5232023689077284,HHI monetário > HHI frequência,0.1974077435382767
11850969000178,0.3350552287426558,0.0555555555555555,2.9845825828555115,18.0,0.4534392190470077,0.8677980413655266,HHI monetário > HHI frequência,0.16581014349197287
11873495000180,0.0927258440966563,0.0529513888888888,10.784479879823058,18.885245901639347,0.2120785478533161,0.5127556433115675,HHI monetário > HHI frequência,0.5710531880809083
11888327000168,0.0510717661138787,0.0299652777777777,19.580290169919348,33.37195828505214,0.1052653773075507,0.3637388435290163,HHI monetário > HHI frequência,0.586728833911125
11924138000101,0.6856784540191366,0.0663999999999999,1.4584095418755727,15.060240963855424,0.826031939921071,0.9140342435766302,HHI monetário > HHI frequência,0.09683839358053802
11960753000165,0.0875665729783429,0.0401051939513477,11.419882793030183,24.9344262295082,0.1629228458811287,0.5008547496458622,HHI monetário > HHI frequência,0.4579966143161348
