modelo,covariancia,termo,coef,erro_padrao,estatistica,p,ci95_inf,ci95_sup
P3_HHI_norm_UF_FE,cluster_municipio,C(uf)[T.PR],0.295455203005644,0.10343508662814332,2.8564311457274356,0.004284329182751158,0.09272615847670254,0.49818424753458546
P3_HHI_norm_UF_FE,cluster_municipio,C(uf)[T.RJ],0.3219519125034146,0.1098285110827408,2.9314056006902227,0.0033743190131195998,0.10669198630558444,0.5372118387012448
P3_HHI_norm_UF_FE,cluster_municipio,C(uf)[T.RS],0.27675151008962995,0.08387411800934925,3.2996056072837763,0.0009682079065970697,0.11236125955624307,0.4411417606230168
P3_HHI_norm_UF_FE,cluster_municipio,C(uf)[T.SC],0.23914910570540715,0.052243834340204964,4.5775565428084715,4.704386550877755e-06,0.1367530719843285,0.3415451394264858
P3_HHI_norm_UF_FE,cluster_municipio,C(uf)[T.SE],0.21853772913705724,0.07333186008406493,2.9801198126780593,0.00288135660880515,0.07480992445295959,0.3622655338211549
P3_HHI_norm_UF_FE,cluster_municipio,C(uf)[T.SP],0.1730336987577963,0.05255755851071693,3.2922704870796706,0.000993819779560803,0.07002277696143452,0.2760446205541581
P3_HHI_norm_UF_FE,cluster_municipio,C(uf)[T.TO],0.14079091190507276,0.09382009887810704,1.5006476606680104,0.13344671711001635,-0.04309310292200377,0.32467492673214926
P3_HHI_norm_UF_FE,cluster_municipio,log_populacao_siconfi,0.019688910871855148,0.0078858724904844,2.4967320858425053,0.012534361659418139,0.004232884803830543,0.03514493693987975
P3_HHI_norm_UF_FE,cluster_municipio,log_despesa_pc,0.0015739441919208645,0.037595305782787546,0.04186544461200982,0.9666059634384134,-0.07211150113011315,0.07525938951395487
P3_HHI_norm_UF_FE,cluster_municipio,log_n_fornecedores,-0.06970734210030849,0.012960881055047679,-5.3782873096548185,7.519774772495295e-08,-0.09511020217610944,-0.04430448202450754
P3_HHI_norm_UF_FE,cluster_municipio,log_instrumentos_por_fornecedor,0.013979171733586362,0.025450037922613862,0.5492790138896038,0.5828139871072019,-0.035901985999915384,0.06386032946708811
P3_HHI_norm_UF_FE,HC3,Intercept,-0.021981249465937137,0.39768463700254925,-0.05527306669831511,0.9559209190159356,-0.8014288151958185,0.7574663162639442
P3_HHI_norm_UF_FE,HC3,C(uf)[T.BA],0.11065289480293675,0.09821709049207926,1.1266154825861021,0.25990509020229724,-0.08184906522784999,0.3031548548337235
P3_HHI_norm_UF_FE,HC3,C(uf)[T.CE],0.0969551326934394,0.11282760174363138,0.8593210455163476,0.3901634162521599,-0.12418290318610671,0.31809316857298553
P3_HHI_norm_UF_FE,HC3,C(uf)[T.ES],0.3705465345357832,0.10515281201397747,3.5238861181052217,0.00042526698441690914,0.16445081011527662,0.5766422589562897
P3_HHI_norm_UF_FE,HC3,C(uf)[T.GO],0.19786184014098496,0.09107777187318054,2.1724492823176855,0.029821791205534246,0.019352687477395963,0.376370992804574
P3_HHI_norm_UF_FE,HC3,C(uf)[T.MA],0.036532629426499715,0.1345530460461594,0.27151098024170284,0.7859980557682524,-0.22718649483413222,0.30025175368713164
P3_HHI_norm_UF_FE,HC3,C(uf)[T.MG],0.2069667693778153,0.09682541357788324,2.137525281121964,0.0325552917242336,0.017192445976968618,0.396741092778662
P3_HHI_norm_UF_FE,HC3,C(uf)[T.MS],0.049267846199029165,0.09290140129296334,0.5303240372409848,0.5958872835807427,-0.1328155544484818,0.23135124684654013
P3_HHI_norm_UF_FE,HC3,C(uf)[T.MT],0.7556135243854978,3.5011152806892256,0.215820806744972,0.8291274290683175,-6.106446331488226,7.617673380259222
P3_HHI_norm_UF_FE,HC3,C(uf)[T.PA],0.10082104253024662,0.09312768848459321,1.0826108128618073,0.2789812058169361,-0.08170587286302161,0.28334795792351486
P3_HHI_norm_UF_FE,HC3,C(uf)[T.PB],0.3248594687385999,0.23682935822963652,1.3717026941550332,0.1701560093744503,-0.13931754387322237,0.7890364813504221
