id_compra,n_instrumentos,n_fornecedores,valor_inicial
11261188000148-1-000029/2025,1,1,50400.0
11267244000151-1-000084/2025,1,1,42985.0
11267244000151-1-000134/2025,1,1,53200.0
11267244000151-1-000135/2025,1,1,24530.0
11267244000151-1-000137/2025,1,1,31500.0
11268671000154-1-000001/2025,1,1,20000.0
11268671000154-1-000014/2025,15,15,247578.0
11268671000154-1-000032/2025,1,1,1500.0
11268671000154-1-000050/2025,2,2,65400.0
11268671000154-1-000052/2025,3,3,36000.0
11268671000154-1-000069/2025,1,1,2600.0
11268671000154-1-000094/2025,1,1,2399.42
11268671000154-1-000096/2025,1,1,650.0
11268671000154-1-000098/2025,1,1,3300.0
11268671000154-1-000099/2025,1,1,1288.0
11268671000154-1-000100/2025,1,1,2220.0
11268671000154-1-000105/2025,1,1,3200.0
11268671000154-1-000129/2025,1,1,1433.25
11268671000154-1-000193/2025,2,2,6605.0
11268671000154-1-000194/2025,1,1,6990.0
11271704000115-1-000004/2025,1,1,312888.98
11271704000115-1-000007/2025,1,1,35970.0
11271704000115-1-000016/2024,2,1,10466.48
11271704000115-1-000017/2025,1,1,38000.0
11271704000115-1-000024/2025,1,1,27000.0
11271704000115-1-000028/2025,1,1,57500.0
11271704000115-1-000032/2025,1,1,28500.0
11271704000115-1-000033/2025,1,1,26036.6
11271704000115-1-000037/2025,1,1,13380.0
11271704000115-1-000038/2025,1,1,42000.0
11271704000115-1-000040/2025,1,1,16000.0
11271704000115-1-000045/2024,4,4,32033.25
11271704000115-1-000046/2024,19,19,1476718.56
11279755000193-1-000019/2025,9,8,1245000.0
11279755000193-1-000049/2025,2,2,14365.55
11280020000180-1-000027/2025,1,1,13200.0
11280020000180-1-000106/2025,8,8,28000.0
11283510000130-1-000094/2025,1,1,11849.0
11285282000137-1-000019/2025,2,2,600000.0
11290422000165-1-000020/2025,1,1,31999.2
11293112000102-1-000012/2025,1,1,389000.0
11293409000160-1-000014/2025,1,1,41784.3
11293409000160-1-000023/2025,1,1,45600.0
11293409000160-1-000046/2024,1,1,7455360.0
11297536000137-1-000004/2023,1,1,50204.04
11297536000137-1-000071/2025,1,1,3750.0
11298607000116-1-000009/2025,1,1,31200.0
11299001000103-1-000012/2025,3,3,316802.9
11299001000103-1-000013/2025,1,1,154424.0
11301094000155-1-000014/2025,7,7,60624.0
11301094000155-1-000025/2025,1,1,2473736.4
11306530000189-1-000025/2025,1,1,4500.0
11306530000189-1-000030/2025,1,1,31150.0
11306530000189-1-000031/2025,1,1,6650.0
11306530000189-1-000032/2025,1,1,6650.0
11306530000189-1-000033/2025,1,1,28800.0
11306530000189-1-000035/2025,1,1,9500.0
11306530000189-1-000036/2025,1,1,12666.4
11306530000189-1-000054/2025,2,2,105200.0
11306530000189-1-000068/2025,1,1,5200.0
11306530000189-1-000078/2025,1,1,12490.0
11306530000189-1-000087/2025,1,1,30700.0
11306530000189-1-000088/2025,1,1,9215.33
11306530000189-1-000129/2025,1,1,21982.5
11306530000189-1-000136/2025,1,1,12000.0
11307015000113-1-000088/2025,1,1,4133.3
11308823000103-1-000012/2025,7,7,251220.34
11308823000103-1-000015/2025,1,1,34805.97
11308823000103-1-000016/2025,1,1,25158.8
11308823000103-1-000017/2025,4,4,208823.0
11308823000103-1-000018/2025,1,1,212383.45
11308823000103-1-000019/2025,2,2,43799.21000000001
11308823000103-1-000022/2025,2,2,98409.6
11308894000106-1-000038/2025,1,1,8800.0
11308894000106-1-000048/2024,1,1,47988.0
11312860000187-1-000064/2025,1,1,84000.0
11312860000187-1-000136/2024,1,1,520000.0
11312860000187-1-000147/2024,1,1,1187840.0
11313552000176-1-000014/2025,1,1,41703.4
11313552000176-1-000017/2025,1,1,1510.0
11313552000176-1-000022/2025,1,1,7000.0
11313552000176-1-000032/2025,1,1,687.24
11313552000176-1-000038/2025,1,1,2500.0
11315213000129-1-000007/2025,1,1,61525.0
11315213000129-1-000014/2025,2,2,10011.08
11315213000129-1-000019/2025,40,40,1896933.2
11315213000129-1-000020/2025,1,1,45000.0
11315213000129-1-000021/2025,1,1,14250.0
11315213000129-1-000022/2023,15,15,420340.0
11315213000129-1-000022/2024,1,1,500000.0
11315213000129-1-000022/2025,1,1,45000.0
11315213000129-1-000023/2025,1,1,10080.0
11315213000129-1-000024/2025,1,1,10728.0
11315213000129-1-000025/2025,1,1,7398.0
11315213000129-1-000026/2025,1,1,10422.0
11315213000129-1-000027/2025,1,1,7398.0
11315213000129-1-000028/2023,2,2,171445.0
11315213000129-1-000048/2025,3,3,90804.42
11315213000129-1-000066/2025,3,3,308238.7
11315213000129-1-000070/2024,1,1,34500.0
11315213000129-1-000072/2024,3,2,10461.06
11318061000118-1-000009/2025,1,1,50000.0
11318061000118-1-000010/2024,2,2,60000.0
11318061000118-1-000012/2024,1,1,326890.0
11319184000173-1-000017/2025,1,1,37500.0
11320964000133-1-000010/2025,1,1,1664.82
11320964000133-1-000011/2025,1,1,18974.76
11320964000133-1-000051/2025,1,1,2169.3
11320964000133-1-000056/2024,22,16,51229.93
11320964000133-1-000065/2025,1,1,26310.0
11320964000133-1-000066/2024,1,1,9000.0
11320964000133-1-000067/2024,6,4,133572.1
11320964000133-1-000069/2024,10,2,27338.2
11324516000108-1-000001/2025,2,2,3499.5
11324516000108-1-000003/2024,1,1,450.0
11324516000108-1-000010/2024,1,1,710.0
11324516000108-1-000058/2025,1,1,7150.0
11324516000108-1-000094/2025,1,1,570.0
11324516000108-1-000114/2025,2,2,15600.0
11324516000108-1-000137/2024,2,2,17079.07
11324516000108-1-000219/2024,1,1,2426.4
11324516000108-1-000242/2024,2,1,13800.0
11324516000108-1-000243/2024,1,1,8370.0
11324516000108-1-000244/2024,1,1,296208.0
11326603000102-1-000050/2025,1,1,57730.0
11326603000102-1-000051/2025,1,1,36000.0
11331930000144-1-000060/2024,2,2,55992.0
11335530000107-1-000047/2025,2,2,24491.199999999997
11335530000107-1-000074/2025,1,1,25496.63
11335591000174-1-000021/2025,1,1,15000.0
11335591000174-1-000060/2025,1,1,11280.0
11336672000199-1-000083/2025,1,1,300.0
11337362000199-1-000011/2025,1,1,30000.0
11344960000195-1-000013/2025,1,1,14000.0
11344960000195-1-000014/2025,1,1,14000.0
11344960000195-1-000015/2025,1,1,14000.0
11347518000112-1-000034/2025,1,1,200640.0
11347518000112-1-000039/2025,1,1,45183.7
11352368000135-1-000011/2025,1,1,17340.0
11352368000135-1-000012/2025,1,1,17910.0
11352368000135-1-000013/2025,1,1,18500.0
11352368000135-1-000154/2024,1,1,57600.0
11354232000164-1-000005/2025,1,1,14400.0
11354232000164-1-000059/2025,1,1,61723.0
11354232000164-1-000060/2025,1,1,214890.0
11354232000164-1-000099/2025,1,1,57500.0
11354232000164-1-000115/2025,1,1,120000.0
11355483000163-1-000032/2025,1,1,317069.97
11355483000163-1-000047/2025,1,1,34100.0
11355483000163-1-000048/2025,1,1,139815.6
11355483000163-1-000049/2025,1,1,139815.6
11355924000127-1-000011/2025,1,1,71044.15
11355924000127-1-000078/2025,1,1,67200.0
11356696000100-1-000021/2025,2,2,62145.0
11356696000100-1-000058/2025,1,1,3400000.0
11359904000124-1-000051/2024,1,1,0.01
11360515000119-1-000014/2025,2,2,800650.0
11364800000108-1-000010/2025,1,1,8000.0
11364800000108-1-000014/2025,1,1,154231.0
11365532000149-1-000009/2025,1,1,60720.0
11370658000101-1-000032/2025,1,1,129600.0
11370658000101-1-000057/2025,3,3,38791.95
11370658000101-1-000118/2025,1,1,177499.92
11381097000146-1-000012/2025,15,15,489712.0
11381097000146-1-000018/2025,1,1,49966.0
11381097000146-1-000022/2025,1,1,151800.0
11381097000146-1-000023/2025,1,1,19110.0
11382690000107-1-000002/2025,1,1,36640.0
11399310000147-1-000009/2025,1,1,13300.0
11400251000180-1-000003/2025,5,5,49674.08
11408812000197-1-000002/2025,1,1,32754.61
11409678000149-1-000007/2025,6,6,316600.78
11414598000181-1-000001/2025,1,1,1813971.87
11414598000181-1-000003/2025,1,1,174000.0
11414598000181-1-000004/2025,1,1,1080000.0
11416993000101-1-000012/2025,1,1,45600.0
11417287000176-1-000007/2025,1,1,54648.0
11418184000120-1-000004/2025,1,1,3533353.3
11418721000132-1-000004/2025,1,1,64480.0
11418721000132-1-000005/2025,1,1,1231062.0
11420915000172-1-000007/2025,1,1,142560.0
11420915000172-1-000013/2025,1,1,13790.51
11420915000172-1-000029/2025,1,1,40190.0
11420915000172-1-000061/2025,2,2,477900.0
11420915000172-1-000068/2024,1,1,22117.33
11420927000105-1-000002/2025,1,1,956700.0
11420927000105-1-000024/2025,1,1,60980.0
11420927000105-1-000025/2025,1,1,16671.35
11420927000105-1-000028/2025,1,1,17989.35
11429173000146-1-000016/2024,1,1,122050.0
11431771000150-1-000022/2025,1,1,37497.79
11433441000101-1-000001/2023,1,1,50000.0
11436906000170-1-000005/2025,1,1,120000.0
11448444000100-1-000002/2025,4,4,200000.0
11456532000154-1-000022/2025,1,1,2083.5
11456532000154-1-000023/2025,1,1,20438.8
11457539000190-1-000005/2025,1,1,899.0
11457539000190-1-000006/2025,1,1,28119.0
11457539000190-1-000007/2025,1,1,7140.0
11457539000190-1-000020/2025,1,1,5140.0
11457539000190-1-000038/2025,1,1,37040.96
11457539000190-1-000039/2025,1,1,32200.0
11457539000190-1-000040/2025,2,2,1203061.55
11457539000190-1-000041/2025,4,4,323407.79000000004
11457539000190-1-000060/2025,1,1,5520.0
11464153000106-1-000067/2025,1,1,250.0
11464153000106-1-000068/2025,1,1,4000.0
11478938000138-1-000003/2025,1,1,21000.0
11479852000120-1-000005/2025,5,5,806620.06
11483833000177-1-000006/2025,1,1,18601.03
11483837000155-1-000077/2025,1,1,48000.0
11503081000169-1-000011/2025,1,1,386397.9
11503081000169-1-000020/2025,1,1,286515.0
11503081000169-1-000021/2025,1,1,520560.53
11505079000129-1-000024/2025,2,1,3611.8
11508942000100-1-003243/2025,1,1,250000.0
11508942000100-1-005178/2025,1,1,91500.0
11508942000100-1-005179/2025,1,1,91500.0
11508942000100-1-005180/2025,1,1,91500.0
11520287000105-1-000004/2025,1,1,54000.0
11552935000105-1-000014/2025,1,1,4000.0
11588933000168-1-000017/2025,1,1,84000.0
11598317000198-1-000002/2025,1,1,49245.22
11598317000198-1-000045/2025,1,1,54648.0
11598317000198-1-000046/2025,1,1,44188.92
11598317000198-1-000064/2025,1,1,4800.0
11607006000148-1-000050/2025,1,1,15600.0
11607006000148-1-000052/2025,1,1,15600.0
11608295000108-1-000026/2025,1,1,48980.0
11608295000108-1-000028/2025,1,1,49500.0
11627479000107-1-000004/2025,1,1,39000.0
11634081000106-1-000023/2025,1,1,328260.74
11634081000106-1-000024/2025,1,1,318260.74
11634081000106-1-000026/2025,1,1,509242.56
11639339000159-1-000034/2025,1,1,2120.0
11639339000159-1-000035/2025,1,1,99.0
11639339000159-1-000044/2025,1,1,77.52
11639339000159-1-000046/2025,1,1,3216.3
11639339000159-1-000052/2025,1,1,6480.0
11639339000159-1-000054/2025,1,1,150.0
11639339000159-1-000055/2025,1,1,35887.92
11639339000159-1-000058/2025,1,1,5200.0
11639339000159-1-000059/2025,1,1,2000.0
11639339000159-1-000060/2025,1,1,1035.58
11639339000159-1-000086/2025,1,1,24.9
11642164000139-1-000004/2025,1,1,1762180.51
11672134000175-1-000048/2025,1,1,175735.77
11692044000146-1-000007/2024,3,2,13388.92
11692044000146-1-000019/2025,4,2,17574.35
11692044000146-1-000031/2024,13,11,1336845.6
11692396000100-1-000025/2025,1,1,348000.0
11694100000181-1-000045/2025,3,1,4000.0
11696615000110-1-000023/2025,1,1,75488.06
11696615000110-1-000033/2025,1,1,30000.0
11696615000110-1-000034/2025,1,1,2203.34
11696615000110-1-000035/2025,1,1,7687.04
11698613000160-1-000008/2025,1,1,1979800.0
11701924000131-1-000091/2025,3,3,8770.4
11718406000120-1-000128/2025,1,1,33796.0
11722278000199-1-000008/2025,5,5,692759.88
11722278000199-1-000020/2024,1,1,4603.45
11750074000161-1-000070/2025,1,1,48000.0
11772824000104-1-000009/2025,1,1,50000.06
11800731000138-1-000007/2025,1,1,1731724.2
11800731000138-1-000040/2025,1,1,150000.0
11800731000138-1-000063/2025,1,1,3224948.22
11800731000138-1-000189/2025,1,1,1002541.56
11816419000132-1-000007/2024,1,1,405000.0
11816419000132-1-000007/2025,2,2,23380.99
11816419000132-1-000011/2024,3,3,2585670.91
11816419000132-1-000019/2024,1,1,405395.55
11839890000146-1-000056/2024,7,6,475843.72
11840546000177-1-000001/2025,1,1,36000.0
11840546000177-1-000002/2025,5,5,17500027.6
11840546000177-1-000029/2025,1,1,134544.0
11850969000178-1-000025/2024,1,1,96542.06
11850969000178-1-000043/2024,2,2,1358169.4100000001
11850969000178-1-000046/2024,1,1,477366.42
11856862000137-1-000023/2025,1,1,45600.0
11856862000137-1-000024/2025,1,1,60000.0
11867889000125-1-000024/2024,5,5,143927.26
11891451000182-1-000017/2025,9,9,2164158.0
11892520000172-1-000014/2025,1,1,6039.5
11892520000172-1-000015/2025,1,1,100.8
11892520000172-1-000016/2025,1,1,10980.0
11892520000172-1-000017/2025,1,1,3108.9
11892520000172-1-000018/2025,1,1,1774.8
11892520000172-1-000019/2025,1,1,1724.0
11892520000172-1-000020/2025,4,2,8138.91
11892520000172-1-000023/2025,9,7,8492.1
11892520000172-1-000043/2025,6,6,10522.6
11892520000172-1-000083/2024,13,5,54245.0
11924138000101-1-000295/2024,1,1,27020.0
11924138000101-1-000320/2024,2,1,12783.119999999999
11924138000101-1-000371/2024,3,3,26580.2
11924138000101-1-000381/2024,3,1,12622.4
11924138000101-1-000449/2024,1,1,2760.0
11924138000101-1-000471/2024,1,1,871.16
11924138000101-1-000599/2024,1,1,55.0
11924138000101-1-000638/2024,28,8,152147.38
11924138000101-1-000639/2024,3,3,34998.979999999996
11924138000101-1-000640/2024,6,3,13826.4
11924138000101-1-000640/2025,1,1,3273.97
11924138000101-1-000648/2024,7,6,22600.65
11924138000101-1-000697/2025,1,1,3720.96
11924138000101-1-000698/2025,1,1,28481.6
11924138000101-1-000702/2025,2,1,9737.0
11924138000101-1-000704/2025,1,1,4164.0
11924138000101-1-000714/2025,1,1,39655.55
11924138000101-1-000726/2025,1,1,41775.03
11924138000101-1-000729/2025,1,1,2618.24
11924138000101-1-000742/2025,1,1,1040.93
11924138000101-1-000743/2025,1,1,2245.22
11924138000101-1-000744/2025,1,1,1193.92
11924138000101-1-000839/2025,1,1,140.0
11924138000101-1-000847/2025,2,2,2341.3
11924138000101-1-000863/2025,1,1,88915.0
11924138000101-1-000878/2025,1,1,350.54
11924138000101-1-000880/2025,29,5,18702.47
11924138000101-1-000948/2025,1,1,25421.84
11924138000101-1-001079/2025,1,1,365.0
11924138000101-1-001101/2025,1,1,59465.0
11924138000101-1-001146/2025,3,3,1252.69
11924138000101-1-001189/2025,2,1,22420.0
11924138000101-1-001190/2025,1,1,3550.0
11924138000101-1-001196/2025,1,1,688.0
11924138000101-1-001269/2025,1,1,1013.49
11924138000101-1-001270/2025,1,1,3343.08
11924138000101-1-001279/2025,1,1,220.95
11924138000101-1-001328/2025,1,1,2595.36
11924138000101-1-001330/2025,1,1,3410.06
11924138000101-1-001331/2025,1,1,2768.63
11924138000101-1-001409/2025,1,1,4572.73
11926843000130-1-000006/2025,1,1,44800.0
11926843000130-1-000023/2025,2,2,3904.0
11934211000118-1-000008/2024,18,7,118062.12000000001
12008540000109-1-000025/2025,1,1,55000.0
12008540000109-1-000086/2025,1,1,144000.0
12053489000149-1-000012/2025,114,114,10819535.0
12053489000149-1-000043/2025,1,1,2760.0
12053489000149-1-000049/2025,1,1,158.0
12053489000149-1-000098/2025,1,1,3749.0
12053489000149-1-000099/2025,1,1,480.0
12063587000167-1-000002/2025,1,1,48000.0
12064805000188-1-000007/2025,1,1,3000.0
12070136000157-1-000005/2025,1,1,51493.99
12075748000132-1-000008/2023,2,1,1480.0
12075748000132-1-000014/2024,2,2,6560.88
12075748000132-1-000014/2025,6,4,12617.380000000001
12075748000132-1-000015/2024,4,3,1439.77
12075748000132-1-000015/2025,3,2,5069.9400000000005
12075748000132-1-000016/2023,4,3,665776.09
12075748000132-1-000016/2024,13,5,7980.28
12075748000132-1-000016/2025,44,8,151342.72
12075748000132-1-000017/2024,22,13,69995.44
12075748000132-1-000018/2024,42,2,167548.1
12075748000132-1-000018/2025,76,24,454071.18
12075748000132-1-000019/2025,4,1,989.6999999999999
12075748000132-1-000020/2024,16,4,35153.04
12075748000132-1-000022/2024,3,3,26689.809999999998
12075748000132-1-000022/2025,1,1,723000.0
12075748000132-1-000023/2025,118,14,66503.51
12075748000132-1-000026/2024,3,1,656.61
12075748000132-1-000027/2024,3,1,5715.0
12075748000132-1-000029/2024,4,3,27799.0
12075748000132-1-000031/2025,194,24,185290.68
12075748000132-1-000032/2025,448,45,972140.78
12075748000132-1-000033/2025,13,5,118906.0
12075748000132-1-000034/2024,338,32,864414.34
12075748000132-1-000036/2024,5,2,50735.7
12075748000132-1-000036/2025,5,4,1872.52
12075748000132-1-000039/2024,3,3,4486.09
12075748000132-1-000039/2025,11,3,87237.56
12075748000132-1-000040/2025,2,1,23645.42
12075748000132-1-000042/2024,4,2,125650.0
12075748000132-1-000042/2025,4,3,8685.71
12075748000132-1-000044/2024,46,21,79645.67540000001
12075748000132-1-000046/2024,1,1,633.6
12075748000132-1-000048/2025,2,2,8985.0
12075748000132-1-000051/2024,22,4,82570.0
12075748000132-1-000052/2024,156,19,190831.08
12075748000132-1-000054/2024,20,4,164780.4
12075748000132-1-000058/2024,31,14,19421.9
12075748000132-1-000061/2024,4,2,6363.4
12075748000132-1-000063/2023,1,1,703.0
12075748000132-1-000063/2024,10,7,2312.2799999999997
12075748000132-1-000064/2024,5,2,8578.93
12075748000132-1-000064/2025,3,2,10724.9
12075748000132-1-000065/2024,3,1,12684.84
12075748000132-1-000065/2025,15,6,15878.880000000001
12075748000132-1-000066/2024,45,14,63288.51
12075748000132-1-000066/2025,8,5,16920.98
12075748000132-1-000067/2024,4,1,27282.56
12075748000132-1-000068/2023,4,1,2103928.88
12075748000132-1-000069/2023,413,32,974345.4506
12075748000132-1-000069/2024,44,7,190315.2
12075748000132-1-000069/2025,48,7,445219.75
12075748000132-1-000071/2024,58,7,398650.17
12075748000132-1-000073/2024,39,5,40875.92
12075748000132-1-000074/2024,24,11,41795.56
12075748000132-1-000076/2024,3,2,2918.2
12075748000132-1-000077/2025,38,4,105630.0
12075748000132-1-000079/2024,1,1,450000.0
12075748000132-1-000079/2025,6,5,389293.0
12075748000132-1-000080/2023,4,3,1137.8400000000001
12075748000132-1-000081/2023,2,2,1585.812
12075748000132-1-000081/2024,43,15,77157.03
12075748000132-1-000081/2025,13,4,41000.78
12075748000132-1-000085/2025,32,9,13862.65
12075748000132-1-000086/2024,36,9,107849.55
12075748000132-1-000087/2024,48,13,109024.4
12075748000132-1-000087/2025,31,12,57496.19
12075748000132-1-000089/2024,28,9,27195.5
12075748000132-1-000090/2023,25,2,339382.0
12075748000132-1-000091/2023,13,4,22155.81
12075748000132-1-000091/2025,1,1,91865.0
12075748000132-1-000093/2023,1,1,130000.0
12075748000132-1-000093/2025,9,5,28430.87
12075748000132-1-000094/2024,82,17,104030.29
12075748000132-1-000095/2024,82,10,65793.78
12075748000132-1-000096/2024,8,4,60621.3
12075748000132-1-000097/2024,10,9,3958.17
12075748000132-1-000097/2025,2,2,4149.0
12075748000132-1-000098/2024,60,6,245170.15
12075748000132-1-000098/2025,4,2,2992.02
12075748000132-1-000099/2025,5,2,16088.0
12075748000132-1-000100/2024,42,7,71102.06
12075748000132-1-000100/2025,26,7,17162.23
12075748000132-1-000103/2024,3,3,8348.44
12075748000132-1-000105/2025,28,10,90274.04000000001
12075748000132-1-000106/2025,1,1,2640.0
12075748000132-1-000107/2025,1,1,477.05
12075748000132-1-000108/2024,14,2,52667.25
12075748000132-1-000108/2025,28,10,58670.630000000005
12075748000132-1-000109/2025,1,1,487.25
12075748000132-1-000116/2024,29,14,329663.24
12075748000132-1-000117/2024,9,1,39958.6
12075748000132-1-000118/2025,11,5,8032.25
12075748000132-1-000119/2024,34,13,36745.93
12075748000132-1-000121/2025,11,7,8575.02
12075748000132-1-000122/2025,22,6,65211.79
12075748000132-1-000123/2024,77,13,174169.06
12075748000132-1-000124/2024,215,21,110460.03
12075748000132-1-000126/2025,3,3,2022.78
12075748000132-1-000129/2024,1,1,117280.0
12075748000132-1-000129/2025,2,1,67341.37999999999
12075748000132-1-000130/2025,1,1,1415.52
12075748000132-1-000131/2024,73,24,92463.94
12075748000132-1-000133/2024,1350,45,4447113.3615
12075748000132-1-000135/2024,155,13,88610.98
12075748000132-1-000137/2024,3,2,463.64
12075748000132-1-000140/2024,8,5,27888.007999999998
12075748000132-1-000143/2024,13,7,66192.71
12092636000190-1-000092/2025,1,1,100000.0
12094507000130-1-000036/2025,1,1,4548.0
12105376000140-1-000003/2025,1,1,22500.0
12105376000140-1-000021/2025,3,3,5094.96
12200176000176-1-000259/2024,1,1,1583.23
12207403000195-1-000088/2025,1,1,10000.0
12207403000195-1-000089/2025,1,1,1649900.0
12207403000195-1-000090/2025,1,1,1046968.0
12207403000195-1-000097/2025,1,1,7000.0
12219015000124-1-000008/2024,1,1,898639.6
12219015000124-1-000010/2024,1,1,3660.0
12219015000124-1-000019/2025,1,1,183454.85
12251189000174-1-000005/2025,2,2,16774.57
12251189000174-1-000026/2025,1,1,6000.0
12259049000142-1-000005/2025,1,1,38844.8
12282048000119-1-000012/2025,1,1,1704000.0
12292556000188-1-000026/2025,1,1,2050000.0
12306202000145-1-000014/2025,1,1,200000.0
12320017000105-1-000003/2025,1,1,6085.0
12320017000105-1-000007/2025,1,1,47030.0
12321353000172-1-000027/2025,1,1,122214.0
12342968000185-1-000003/2025,1,1,21658.4
12342968000185-1-000005/2025,1,1,61550.0
12342968000185-1-000025/2025,1,1,494114.0
12366625000150-1-000020/2025,1,1,14400.0
12366625000150-1-000034/2024,2,2,4646.0
12415300000110-1-000002/2025,1,1,5252.7
12423926000179-1-000004/2025,1,1,4200.0
12440744000106-1-000086/2025,1,1,187650.0
12440744000106-1-000106/2025,1,1,12000.0
12457020000175-1-000015/2025,1,1,123229.65
12462982000112-1-000003/2024,1,1,37739.28
12488175000179-1-000016/2025,2,2,5729.9
12489912000158-1-000002/2025,6,6,485427.3
12514782000166-1-000013/2025,1,1,32760.0
12560864000147-1-000002/2025,1,1,3600.0
12560864000147-1-000003/2025,1,1,4320.0
12560864000147-1-000004/2025,1,1,14400.0
12560864000147-1-000005/2025,1,1,14000.0
12560864000147-1-000006/2025,1,1,30240.0
12560864000147-1-000007/2025,1,1,26640.0
12560864000147-1-000008/2025,1,1,10000.0
12560864000147-1-000023/2024,1,1,179897.2
12570642000105-1-000013/2025,1,1,16140.0
12592033000157-1-000011/2025,1,1,145084.8
12592033000157-1-000012/2025,1,1,5000.0
12640342000155-1-000002/2025,1,1,45000.0
12640342000155-1-000018/2025,1,1,140428.8
12640342000155-1-000019/2025,1,1,185699.76
12640342000155-1-000021/2025,1,1,54000.0
12640342000155-1-000075/2025,6,6,72805.36
12690857000160-1-000031/2025,1,1,1500.0
12710978000126-1-000017/2025,1,1,24000.0
12877385000159-1-000006/2025,1,1,2150.0
12877385000159-1-000007/2025,1,1,15480.0
12877385000159-1-000008/2025,1,1,360.0
12877385000159-1-000012/2025,1,1,2200.0
12877385000159-1-000015/2025,1,1,6665.0
12877385000159-1-000019/2025,1,1,4450.0
12984303000175-1-000001/2025,1,1,100000.0
12984850000150-1-000002/2025,1,1,44000.0
12998458000160-1-000357/2025,1,1,33004.32
13016717000173-1-000054/2025,1,1,1447.0
13016717000173-1-000124/2025,1,1,13563506.88
13016717000173-1-000129/2025,1,1,14221.98
13016717000173-1-000134/2025,1,1,1244.0
13016717000173-1-000152/2025,1,1,1185527.76
13016717000173-1-000157/2025,1,1,576180.0
13016717000173-1-000248/2025,2,2,17221.78
13018648000137-1-000194/2025,1,1,139997.0
13069525000125-1-000028/2025,1,1,8255000.0
13072654000172-1-000007/2025,1,1,740.0
13072654000172-1-000008/2025,1,1,420.0
13102858000109-1-000027/2025,1,1,1096000.0
13108089000156-1-000054/2025,2,1,350000.0
13113626000156-1-000048/2024,3,1,440000.0
13113626000156-1-000074/2025,2,2,1070.25
13113626000156-1-000119/2024,3,3,39367.7
13113626000156-1-000140/2024,1,1,6937.0
13118245000160-1-000019/2025,1,1,55032.62
13118245000160-1-000032/2024,1,1,180298.49
13118245000160-1-000036/2024,1,1,2858728.71
13118245000160-1-000081/2024,1,1,10397997.3
13124052000111-1-000043/2024,1,1,81738.67
13128780003974-1-000012/2025,1,1,21900.0
13128780004431-1-000008/2024,19,3,824796.57
13128780004431-1-000010/2024,1,1,33600.0
13128780004431-1-000046/2025,1,1,166980.0
13128780004431-1-000117/2025,1,1,57730147.2
13128780009905-1-000003/2025,1,1,10000.0
13128780009905-1-000013/2025,1,1,30000.0
13128780009905-1-000016/2025,1,1,12000.0
13128780009905-1-000017/2025,1,1,30000.0
13128780009905-1-000020/2025,1,1,15000.0
13128780009905-1-000025/2025,1,1,10000.0
13128780009905-1-000046/2025,1,1,1300000.0
13128780009905-1-000049/2025,1,1,20000.0
13128814000158-1-000085/2025,1,1,781.0
13128814001049-1-000016/2025,1,1,594100.0
13133909000160-1-000002/2025,1,1,59102.39
13133909000160-1-000003/2025,1,1,54000.0
13133909000160-1-000022/2025,1,1,30000.0
13133909000160-1-000023/2025,1,1,19200.0
13133909000160-1-000024/2025,1,1,16800.0
13133909000160-1-000025/2025,1,1,16800.0
13133909000160-1-000026/2025,1,1,57600.0
13133909000160-1-000034/2025,1,1,15600.0
13153852000160-1-000001/2025,4,4,393717.6
13153852000160-1-000002/2025,6,6,153443.0
13153852000160-1-000003/2025,4,4,318183.98
13153852000160-1-000004/2025,1,1,10500.0
13153852000160-1-000012/2025,1,1,250000.0
13153852000160-1-000015/2025,1,1,8800.0
13161183000179-1-000024/2025,1,1,6000.0
13161183000179-1-000028/2025,1,1,93600.0
13182493000170-1-000003/2025,2,2,9192.130000000001
13183513000127-1-000107/2025,1,1,1038981.0
13183513000127-1-000153/2025,1,1,238000.0
13183513000127-1-000157/2025,1,1,1384344.0
13183513000127-1-000184/2025,1,1,3180840.0
13183513000127-1-000187/2025,1,1,3025512.0
13183513000127-1-000194/2025,1,1,6820207.2
13183513000127-1-000195/2025,1,1,35880.0
13233184000181-1-000035/2025,1,1,12094.0
13244984000106-1-000006/2025,1,1,68133.28
13244984000106-1-000034/2025,1,1,2345720.0
13282052000140-1-000004/2025,1,1,6000.0
13383192000104-1-000005/2025,1,1,15000.0
13410996000155-1-000018/2025,1,1,7780.0
13410996000155-1-000019/2025,1,1,96000.0
13440721000164-1-000004/2025,1,1,282152.27
13440721000164-1-000006/2025,1,1,307440.0
13449811000116-1-000006/2025,1,1,2331.0
13449811000116-1-000020/2025,1,1,8591.83
13468241000101-1-000036/2025,1,1,5999.94
13600190000120-1-000003/2025,1,1,242073.88
13617528000156-1-000014/2025,1,1,105151.2
13633606000106-1-000018/2025,1,1,25000.0
13659627000109-1-000002/2024,1,1,75442.5
13660914000120-1-000009/2025,1,1,10000.0
13660914000120-1-000010/2025,1,1,30000.0
13667230000150-1-000005/2024,2,2,1002997.2000000001
13667230000150-1-000021/2025,1,1,3115000.0
13667230000150-1-000033/2025,1,1,77760.0
13667230000150-1-000049/2025,1,1,137225.0
13723290000143-1-000020/2024,1,1,1747.77
13723290000143-1-000061/2025,1,1,11903.5
13731905000183-1-000013/2025,4,4,983071.05
13731905000183-1-000014/2025,1,1,59950.0
13736496000108-1-000008/2025,1,1,48856.0
