id_compra,n_instrumentos,n_fornecedores,valor_inicial
46139952000191-1-000063/2024,1,1,13600.0
46139952000191-1-000073/2024,1,1,360.0
46139952000191-1-000074/2025,2,1,30825.1
46139952000191-1-000090/2025,10,2,68869.90000000001
46139952000191-1-000180/2024,3,3,6190.0
46139952000191-1-000185/2024,1,1,106.0
46139952000191-1-000199/2025,2,2,1519.0
46139952000191-1-000218/2024,1,1,9280.92
46139952000191-1-000221/2024,1,1,8280.0
46139952000191-1-000225/2024,8,3,12174.37
46190305000104-1-000028/2025,1,1,11802.0
46251021000180-1-000126/2025,1,1,6000.0
46251021000180-1-000140/2025,1,1,15993.6
46251021000180-1-000221/2025,1,1,12999.98
46251021000180-1-000339/2025,1,1,82127.81
46251021000180-1-000432/2024,1,1,257000.0
46335839000181-1-000037/2025,1,1,12400.0
46362661000168-1-000733/2025,1,1,1935.0
46362661000168-1-000734/2025,1,1,450.0
46362661000168-1-000735/2025,1,1,900.0
46362661000168-1-000943/2025,6,3,19382.0
46362661000168-1-000954/2025,1,1,1520.0
46362661000168-1-001361/2025,1,1,1439.62
46362661000168-1-001740/2025,1,1,1170.0
46362661000168-1-001741/2025,1,1,150.0
46362661000168-1-001742/2025,1,1,1700.0
46362661000168-1-001954/2025,1,1,12529.45
46362661000168-1-001955/2025,1,1,560.0
46362661000168-1-002033/2024,1,1,840.0
46362661000168-1-002097/2024,3,3,2939.4
46362661000168-1-002254/2024,20,3,52534.2
46378766000105-1-000020/2025,4,4,378737.0
46378766000105-1-000023/2024,1,1,7984000.0
46378766000105-1-000047/2025,1,1,53440.0
46378766000105-1-000048/2025,1,1,20000.0
46378766000105-1-000049/2025,1,1,34859.38
46378766000105-1-000071/2024,1,1,14900.0
46392072000122-1-000002/2025,1,1,7000.0
46392072000122-1-000004/2025,1,1,9995.0
46392114000125-1-000004/2024,1,1,1645951.08
46392114000125-1-000045/2024,1,1,33174.5
46392114000125-1-000051/2026,1,1,60500.0
46392114000125-1-000062/2026,1,1,7400.0
46392114000125-1-000063/2026,1,1,11000.0
46392114000125-1-000064/2025,1,1,55000.0
46392114000125-1-000065/2025,1,1,55000.0
46392114000125-1-000066/2025,1,1,55000.0
46392114000125-1-000067/2025,1,1,30000.0
46392114000125-1-000067/2026,1,1,50000.0
46392114000125-1-000069/2025,1,1,37500.0
46392114000125-1-000070/2025,1,1,35000.0
46392114000125-1-000070/2026,1,1,60000.0
46392114000125-1-000071/2025,1,1,20000.0
46392114000125-1-000072/2025,1,1,32500.0
46392114000125-1-000072/2026,1,1,24000.0
46392114000125-1-000073/2025,1,1,55000.0
46392114000125-1-000074/2025,1,1,55000.0
46392114000125-1-000075/2025,1,1,55000.0
46392114000125-1-000076/2025,1,1,55000.0
46392114000125-1-000077/2025,1,1,49500.0
46392114000125-1-000078/2025,1,1,55000.0
46392114000125-1-000078/2026,1,1,7100.0
46392114000125-1-000079/2025,1,1,50000.0
46392114000125-1-000080/2025,1,1,44000.0
46392114000125-1-000081/2025,1,1,55000.0
46392114000125-1-000082/2025,1,1,55000.0
46392114000125-1-000083/2025,1,1,17500.0
46392114000125-1-000085/2025,1,1,11250.0
46392114000125-1-000085/2026,1,1,55000.0
46392114000125-1-000086/2025,1,1,18750.0
46392114000125-1-000086/2026,1,1,60500.0
46392114000125-1-000087/2025,1,1,20000.0
46392114000125-1-000088/2025,1,1,55000.0
46392114000125-1-000091/2024,1,1,3749.0
46392114000125-1-000128/2024,2,2,2660.0
46392114000125-1-000148/2024,1,1,1650.0
46392114000125-1-000229/2023,1,1,487113.0
46392114000125-1-000277/2023,2,2,26180.0
46392114000125-1-000354/2024,1,1,619.32
46392114000125-1-000416/2023,3,2,7887.3
46392114000125-1-000417/2023,3,3,2524.69
46392114000125-1-000418/2023,3,3,5241.6
46392114000125-1-000435/2024,1,1,28000.0
46392114000125-1-000448/2023,3,2,11410.56
46392114000125-1-000473/2024,2,2,11789.96
46392114000125-1-000496/2025,1,1,164734.2
46392114000125-1-000532/2024,1,1,1096500.0
46392114000125-1-000542/2025,1,1,16626.56
46392114000125-1-000837/2025,1,1,30000.0
46392114000125-1-000839/2025,1,1,18000.0
46392114000125-1-000842/2025,1,1,12000.0
46392114000125-1-000843/2025,1,1,12000.0
46392114000125-1-000844/2025,1,1,20000.0
46392114000125-1-000845/2025,1,1,40000.0
46392114000125-1-000846/2025,1,1,40000.0
46392114000125-1-000849/2025,1,1,20000.0
46392114000125-1-000850/2025,1,1,22000.0
46392114000125-1-000851/2025,1,1,45000.0
46392114000125-1-000855/2025,1,1,22500.0
46392114000125-1-000856/2025,1,1,21000.0
46392114000125-1-000858/2025,1,1,33000.0
46392114000125-1-000861/2025,1,1,35500.0
46392114000125-1-000862/2025,1,1,42600.0
46392114000125-1-000864/2025,1,1,54000.0
46392114000125-1-000866/2025,1,1,51800.0
46392114000125-1-000867/2025,1,1,40000.0
46392114000125-1-000931/2025,1,1,36000.0
46392114000125-1-000932/2025,1,1,48000.0
46392114000125-1-000933/2025,1,1,48000.0
46392114000125-1-001144/2025,1,1,33750.0
46392122000171-1-000063/2025,1,1,60820.83
46392130000118-1-000040/2025,1,1,34062.18
46392130000118-1-000041/2025,1,1,385830.0
46392130000118-1-000042/2025,1,1,83396.94
46392171000104-1-000006/2026,1,1,11959731.03
46392171000104-1-000039/2024,1,1,8545.36
46439865000150-1-000014/2025,1,1,447000.0
46497148000184-1-000021/2025,1,1,2000.0
46561593000166-1-000048/2025,1,1,10830.0
46622085000140-1-000012/2025,1,1,15450.0
46634242000138-1-000023/2025,1,1,1972.35
46634242000138-1-000025/2025,1,1,49000.0
46634242000138-1-000041/2025,1,1,18900.0
46634242000138-1-000081/2025,1,1,62300.0
46634242000138-1-000144/2024,1,1,195200.0
46675997000180-1-000004/2025,1,1,12000.0
46675997000180-1-000020/2025,1,1,70000.0
46675997000180-1-000062/2025,3,2,1110.3600000000001
46675997000180-1-000064/2025,2,2,850.3
46675997000180-1-000065/2025,1,1,47080.0
46675997000180-1-000105/2024,1,1,3312.0
46675997000180-1-000112/2025,1,1,2000.0
46675997000180-1-000113/2025,1,1,8000.0
46675997000180-1-000114/2025,1,1,11853.45
46675997000180-1-000115/2025,1,1,1229.0
46675997000180-1-000116/2025,1,1,420.0
46675997000180-1-000117/2025,1,1,49680.8
46675997000180-1-000118/2025,1,1,17400.0
46675997000180-1-000169/2025,1,1,1600.0
46675997000180-1-000170/2025,1,1,525.0
46675997000180-1-000171/2025,1,1,680.0
46675997000180-1-000173/2025,1,1,1972.0
46675997000180-1-000174/2025,1,1,1100.0
46675997000180-1-000175/2025,1,1,9140.16
46675997000180-1-000176/2025,1,1,9200.0
46675997000180-1-000178/2025,2,1,76200.0
46675997000180-1-000179/2025,1,1,57500.0
46675997000180-1-000321/2025,1,1,1256.0
46675997000180-1-000322/2025,1,1,4930.0
46675997000180-1-000323/2025,1,1,1067.85
46675997000180-1-000324/2025,1,1,7390.0
46675997000180-1-000325/2025,1,1,12000.0
46675997000180-1-000326/2025,1,1,12438.65
46675997000180-1-000355/2025,2,1,1120.0
46675997000180-1-000356/2025,2,1,11321.35
46675997000180-1-000357/2025,1,1,418.0
46675997000180-1-000358/2025,1,1,1255.0
46675997000180-1-000359/2025,2,1,977.0
46675997000180-1-000360/2025,1,1,1060.0
46675997000180-1-000361/2025,2,1,2950.0
46675997000180-1-000362/2025,1,1,3870.0
46675997000180-1-000487/2025,1,1,413121.6
46675997000180-1-000517/2025,1,1,6500.0
46675997000180-1-000518/2025,1,1,405.0
46675997000180-1-000519/2025,2,1,13486.9
46675997000180-1-000520/2025,2,1,35693.0
46675997000180-1-000565/2025,1,1,489.0
46709309000156-1-000049/2025,1,1,1548.66
46709309000156-1-000050/2025,3,3,3463.2
46709309000156-1-000051/2025,1,1,56.0
46709309000156-1-000075/2024,2,2,27025.2
46709309000156-1-000151/2025,1,1,5640.0
46709309000156-1-000152/2025,1,1,60.0
46709309000156-1-000153/2025,1,1,809.0
46709309000156-1-000154/2025,1,1,1638.11
46709309000156-1-000155/2025,1,1,538.7
46709309000156-1-000156/2025,1,1,2800.0
46709309000156-1-000157/2025,1,1,55.0
46709309000156-1-000186/2025,1,1,1325.0
46709309000156-1-000187/2025,1,1,1160.0
46709309000156-1-000188/2025,1,1,1748.0
46709309000156-1-000189/2025,2,2,2878.0
46709309000156-1-000190/2025,1,1,1700.0
46709309000156-1-000191/2025,1,1,1649.48
46709309000156-1-000354/2025,1,1,2530.0
46709309000156-1-000355/2025,1,1,1325.0
46709309000156-1-000356/2025,1,1,7500.0
46709309000156-1-000357/2025,1,1,917.0
46709309000156-1-000384/2025,1,1,1860.0
46711362000191-1-000023/2025,1,1,3200.0
46711362000191-1-000096/2025,1,1,7100.0
46711362000191-1-000115/2025,1,1,6000.0
46711362000191-1-000116/2025,1,1,6000.0
46854998000192-1-000077/2025,1,1,1656.0
46854998000192-1-000191/2025,1,1,132000.0
46854998000192-1-000271/2025,1,1,36450.0
46854998000192-1-000328/2025,1,1,11760.0
46854998000192-1-000401/2024,1,1,7750.0
46854998000192-1-000703/2024,1,1,11347.2
46854998000192-1-000709/2025,1,1,57435526.56
46854998000192-1-000710/2025,1,1,7702280.0
46854998000192-1-000744/2024,1,1,808920.0
46854998000192-1-000780/2024,1,1,6240.0
46854998000192-1-000792/2024,1,1,6360.0
46854998000192-1-000794/2024,2,2,21823.8
46969952000119-1-000007/2025,2,1,23467.0
47018676000176-1-000281/2025,1,1,196000.0
47223323000108-1-000001/2025,2,2,2.0
47579479000126-1-000002/2025,1,1,61880.0
48128296000157-1-000004/2025,1,1,304049.996
48128296000157-1-000008/2025,1,1,460487.9325
48197395000190-1-000011/2024,2,2,211199.88
48197395000190-1-000040/2025,1,1,17330.72
48211262000121-1-000040/2025,5,5,48232.55
48211262000121-1-000041/2025,1,1,39800.0
48707109000190-1-000003/2025,1,1,8800.0
48962625000160-1-000048/2025,1,1,217.0
48962625000160-1-000096/2025,1,1,5795.61
48962625000160-1-000136/2025,1,1,6916.62
48962625000160-1-000144/2025,1,1,916.0
48962625000160-1-000312/2025,1,1,2700.0
48962625000160-1-000524/2024,1,1,29299.77
49032506000171-1-000007/2025,1,1,28510.0
49139093000129-1-000051/2025,17,17,83448.0
49139093000129-1-000108/2025,1,1,60000.0
49139093000129-1-000125/2025,1,1,4500.0
49139093000129-1-000126/2025,1,1,15239.46
49139093000129-1-000130/2025,1,1,23200.0
49139093000129-1-000138/2025,1,1,8550.0
49139093000129-1-000149/2025,1,1,2950.0
49269236000117-1-000008/2025,1,1,12900.0
49269236000117-1-000009/2025,1,1,1655363.86
49269236000117-1-000015/2025,1,1,6641860.92
49269236000117-1-000017/2025,1,1,49320.0
49269236000117-1-000023/2025,1,1,27720.0
49269236000117-1-000035/2025,1,1,215522.5
49269236000117-1-000036/2025,1,1,27008.16
49269236000117-1-000335/2023,1,1,23880.0
49269236000117-1-000537/2024,1,1,1957410.29
49269236000117-1-000539/2023,1,1,1087800.0
49269236000117-1-000560/2024,1,1,17996.1
49269236000117-1-000591/2024,2,2,2149284.95
49269236000117-1-000684/2024,1,1,989000.0
49269244000163-1-000017/2025,1,1,18710.0
49269244000163-1-000027/2025,1,1,16000.0
49269244000163-1-000090/2025,1,1,72799.68
49269244000163-1-000104/2025,1,1,28900.0
49269244000163-1-000123/2025,1,1,13770.0
49269244000163-1-000125/2025,1,1,19580.0
49269244000163-1-000180/2025,1,1,140000.0
49269244000163-1-000181/2025,1,1,30000.0
49269244000163-1-000182/2025,1,1,11000.0
49269244000163-1-000183/2025,1,1,7400.0
49269244000163-1-000184/2025,1,1,8282.0
49269244000163-1-000185/2025,1,1,150000.0
49269244000163-1-000186/2025,1,1,15000.0
49269244000163-1-000187/2025,1,1,44460.0
49269244000163-1-000188/2025,1,1,83000.0
49269244000163-1-000189/2025,1,1,15000.0
49269244000163-1-000190/2025,1,1,550500.2
49269244000163-1-000191/2025,1,1,5000.0
49269244000163-1-000192/2025,1,1,7400.0
49269244000163-1-000193/2025,1,1,14500.0
49269244000163-1-000194/2025,1,1,40000.0
49269244000163-1-000195/2025,1,1,35000.0
49269244000163-1-000196/2025,1,1,5500.0
49269244000163-1-000197/2025,1,1,3500.0
49269244000163-1-000199/2025,1,1,6500.0
49269244000163-1-000200/2025,1,1,3500.0
49269244000163-1-000201/2025,1,1,4500.0
49269244000163-1-000202/2025,1,1,22200.0
49269244000163-1-000203/2025,1,1,4500.0
49269244000163-1-000204/2025,1,1,110000.0
49269244000163-1-000205/2025,1,1,6500.0
49269244000163-1-000206/2025,1,1,38000.0
49269244000163-1-000207/2025,1,1,14800.0
49269244000163-1-000232/2025,3,3,427700.63
49269244000163-1-000624/2025,1,1,36000.0
49269244000163-1-000626/2025,1,1,15000.0
49269244000163-1-000740/2025,1,1,2000.0
49269244000163-1-000741/2025,1,1,75000.0
49269244000163-1-000744/2025,1,1,24000.0
49269244000163-1-000745/2025,1,1,3500.0
49269244000163-1-000747/2025,1,1,59400.0
49269244000163-1-000748/2025,1,1,22200.0
49269244000163-1-000749/2025,1,1,14500.0
49269244000163-1-000750/2025,1,1,15000.0
49269244000163-1-000751/2025,1,1,7400.0
49269244000163-1-000752/2025,1,1,5500.0
49269244000163-1-000753/2025,1,1,199998.0
49269244000163-1-000754/2025,1,1,16500.0
49269244000163-1-000755/2025,1,1,190000.0
49269244000163-1-000756/2025,1,1,7000.0
49269244000163-1-000757/2025,1,1,4500.0
49269244000163-1-000758/2025,1,1,5000.0
49269244000163-1-000759/2025,1,1,25000.0
49269244000163-1-000765/2025,1,1,10000.0
49269244000163-1-000766/2025,1,1,4500.0
49269244000163-1-000767/2025,1,1,290000.0
49269244000163-1-000768/2025,1,1,350000.0
49269244000163-1-000769/2025,1,1,55000.0
49269244000163-1-000770/2025,1,1,9000.0
49269244000163-1-000771/2025,1,1,60000.0
49269244000163-1-000774/2025,1,1,10000.0
49269244000163-1-000775/2025,1,1,7100.0
49269244000163-1-000776/2025,1,1,15000.0
49269244000163-1-001173/2024,1,1,178890.0
49269244000163-1-001396/2025,1,1,2400.0
49269244000163-1-001397/2025,1,1,7400.0
49269244000163-1-001398/2025,1,1,6500.0
49269244000163-1-001399/2025,1,1,36000.0
49269244000163-1-001403/2025,1,1,6500.0
49269244000163-1-001406/2025,1,1,7000.0
49269244000163-1-001410/2025,1,1,7000.0
49269244000163-1-001417/2025,1,1,2000.0
49269244000163-1-001418/2025,1,1,7100.0
49269244000163-1-001419/2025,1,1,5500.0
49269244000163-1-001420/2025,1,1,5500.0
49269244000163-1-001421/2025,1,1,300000.0
49269244000163-1-001422/2025,1,1,37000.0
49269244000163-1-001423/2025,1,1,37000.0
49269244000163-1-001424/2025,1,1,8000.0
49269244000163-1-001425/2025,1,1,6000.0
49269244000163-1-001426/2025,1,1,2000.0
49269244000163-1-001427/2025,1,1,7400.0
49269244000163-1-001429/2025,1,1,2000.0
49269244000163-1-001430/2025,1,1,5500.0
49269244000163-1-001431/2025,1,1,7000.0
49269244000163-1-001432/2025,1,1,2000.0
49269244000163-1-001673/2024,1,1,25000.0
49269244000163-1-001674/2024,1,1,4500.0
49269244000163-1-001675/2024,1,1,60000.0
49269244000163-1-001676/2024,1,1,12000.0
49269244000163-1-001677/2024,1,1,5000.0
49269244000163-1-001678/2024,1,1,12600.0
49269244000163-1-001679/2024,1,1,7400.0
49269244000163-1-001680/2024,1,1,55950.0
49269244000163-1-001681/2024,1,1,7400.0
49269244000163-1-001682/2024,1,1,12000.0
49269244000163-1-001683/2024,1,1,53800.0
49269244000163-1-001684/2024,1,1,6300.0
49269244000163-1-001685/2024,1,1,2000.0
49269244000163-1-001686/2024,1,1,130000.0
49269244000163-1-001687/2024,1,1,6500.0
49269244000163-1-001794/2024,1,1,37206.0
49269244000163-1-001795/2024,1,1,140000.0
49269244000163-1-001796/2024,1,1,22000.0
49269244000163-1-001797/2024,1,1,22200.0
49269244000163-1-001798/2024,1,1,80000.0
49269244000163-1-001799/2024,1,1,7400.0
49269244000163-1-001800/2024,1,1,80000.0
49269244000163-1-001801/2024,1,1,35000.0
49269244000163-1-001802/2024,1,1,5500.0
49269244000163-1-001803/2024,1,1,5000.0
49269244000163-1-001804/2024,1,1,3600.0
49269244000163-1-001805/2024,1,1,6500.0
49269244000163-1-001806/2024,1,1,4500.0
49269244000163-1-001807/2024,1,1,3000.0
49269244000163-1-001808/2024,1,1,13000.0
49269244000163-1-001809/2024,1,1,120000.0
49269244000163-1-001810/2024,1,1,4500.0
49269244000163-1-001811/2024,1,1,2500.0
49269244000163-1-001812/2024,1,1,215000.0
49269244000163-1-001813/2024,1,1,7000.0
49269244000163-1-001814/2024,1,1,2500.0
49269244000163-1-001815/2024,1,1,6000.0
49269244000163-1-001861/2025,1,1,40000.0
49269244000163-1-001862/2025,1,1,1200.0
49269244000163-1-001864/2025,1,1,2000.0
49269244000163-1-001870/2025,1,1,7400.0
49269244000163-1-001873/2025,1,1,7100.0
49269244000163-1-001875/2025,1,1,12000.0
49269244000163-1-001877/2025,1,1,2900.0
49269244000163-1-001878/2025,1,1,100000.0
49269244000163-1-001879/2025,1,1,65000.0
49269244000163-1-001880/2025,1,1,7400.0
49269244000163-1-001881/2025,1,1,180000.0
49269244000163-1-001882/2025,1,1,4500.0
49269244000163-1-001883/2025,1,1,4500.0
49269244000163-1-001884/2025,1,1,1200.0
49269244000163-1-001892/2024,1,1,23203.82
49269244000163-1-001908/2024,1,1,11000.0
49269244000163-1-001913/2024,1,1,1326877.92
49269244000163-1-001937/2025,1,1,2000.0
49269244000163-1-001938/2025,1,1,5000.0
49269244000163-1-001968/2025,1,1,8000.0
49269244000163-1-001969/2025,1,1,7000.0
49269244000163-1-001970/2025,1,1,14800.0
49269244000163-1-001971/2025,1,1,7100.0
49269244000163-1-001972/2025,1,1,7400.0
49269244000163-1-001973/2025,1,1,3200.0
49269244000163-1-001974/2025,1,1,145000.0
49269244000163-1-001975/2025,1,1,7400.0
49269244000163-1-002003/2024,1,1,62300.0
49269244000163-1-002154/2025,1,1,41976.0
49269244000163-1-002607/2025,1,1,40000.0
49269244000163-1-002608/2025,1,1,7400.0
49269244000163-1-002609/2025,1,1,5000.0
49269244000163-1-002610/2025,1,1,3000.0
49269244000163-1-002611/2025,1,1,7000.0
49269244000163-1-002612/2025,1,1,160000.0
49269244000163-1-002613/2025,1,1,4500.0
49269244000163-1-002614/2025,2,1,74800.0
49269244000163-1-002648/2025,1,1,79701.44
49269244000163-1-002797/2025,1,1,150341.2
49269244000163-1-002856/2025,1,1,7450.0
49269251000165-1-000001/2024,1,1,20838.0
49269251000165-1-000014/2025,1,1,32243.0
49269251000165-1-000026/2024,1,1,4880.4
49269251000165-1-000038/2024,1,1,19407.6
49381616000149-1-000007/2025,1,1,7143.0
49381616000149-1-000013/2025,1,1,4387.39
49428855000107-1-000002/2025,1,1,5223.0
49576082000106-1-000028/2025,1,1,92586.12
50053522000120-1-000016/2025,1,1,1548807.81
50062751000100-1-000055/2025,1,1,2270.0
50062751000100-1-000095/2025,1,1,695.0
50062751000100-1-000096/2025,1,1,1700.0
50062751000100-1-000143/2025,2,2,27000.0
50062751000100-1-000211/2025,1,1,180.0
50062751000100-1-000283/2025,1,1,131.2
50062751000100-1-000332/2025,1,1,1150.0
50136060000104-1-000001/2025,1,1,62500.0
50457753000107-1-000051/2025,1,1,6300.0
50457753000107-1-000052/2025,1,1,1490.0
50457753000107-1-000053/2025,1,1,5151.38
50457753000107-1-000054/2025,1,1,3000.0
50457753000107-1-000055/2025,1,1,23000.0
50457753000107-1-000056/2025,1,1,20000.0
50457753000107-1-000057/2025,1,1,33500.0
50457753000107-1-000058/2025,1,1,11000.0
50457753000107-1-000086/2025,1,1,600.0
50457753000107-1-000087/2025,1,1,600.0
50457753000107-1-000088/2025,1,1,600.0
50818947000182-1-000003/2025,1,1,23400.0
51139746000111-1-000037/2025,1,1,120000.0
51337970000118-1-000002/2025,4,4,355770.0
51337970000118-1-000004/2023,1,1,24111.36
51426849000162-1-000003/2025,2,1,46000.0
52156114000129-1-000020/2024,14,1,18315.64
52156114000129-1-000242/2025,1,1,660.0
52156114000129-1-000336/2025,1,1,1360.17
52156114000129-1-000337/2025,1,1,6500.0
52156114000129-1-000338/2025,1,1,90.05
52156114000129-1-000339/2025,1,1,179.8
52156114000129-1-000340/2025,3,3,588.3299999999999
52156114000129-1-000341/2025,1,1,180.0
52193342000179-1-000001/2025,1,1,62225.95
52350980000156-1-000008/2025,3,3,7728.48
52350980000156-1-000036/2025,3,3,22812.5
52561214000130-1-000035/2024,1,1,120000.0
52561214000130-1-000044/2025,1,1,974071.65
52561214000130-1-000202/2025,1,1,500000.0
52655783000145-1-000005/2025,3,3,315177.3
52742236000105-1-000079/2025,1,1,35820.0
52742236000105-1-000080/2025,1,1,44100.0
52742236000105-1-000092/2025,1,1,778848.0
53256074000150-1-000013/2025,2,1,14357.0
53970845000176-1-000012/2025,1,1,100000.0
53970845000176-1-000018/2025,1,1,1340842.1
54675103000180-1-000085/2025,1,1,9600.0
54675103000180-1-000101/2025,1,1,162000.0
54758896000100-1-000001/2025,1,1,66862.4
54758896000100-1-000004/2025,6,1,723.04
54758896000100-1-000013/2025,1,1,2320.0
55262249000167-1-000025/2025,4,4,9817.4
55262249000167-1-000053/2025,1,1,7960.0
55555957000196-1-000002/2025,1,1,1989.0
55555957000196-1-000003/2025,2,2,2845.0
55555957000196-1-000024/2025,1,1,1376.0
55555957000196-1-000026/2025,11,11,15180.0
55905225000189-1-000003/2025,1,1,4000.0
55905225000189-1-000004/2025,1,1,6000.0
55905225000189-1-000005/2025,1,1,10800.0
55905225000189-1-000028/2025,1,1,102160.0
55905225000189-1-000029/2025,2,2,42590.0
56401177000154-1-000011/2025,2,2,326475.0
56401177000154-1-000023/2025,1,1,424705.8
56401177000154-1-000024/2025,1,1,166776.75
56401177000154-1-000025/2025,1,1,187500.0
56401177000154-1-000133/2024,1,1,165513.6
56401177000154-1-000134/2024,1,1,450000.0
57500902000104-1-000005/2025,1,1,3500.0
57500902000104-1-000038/2025,1,1,26525.01
57500902000104-1-000051/2025,1,1,16419000.0
57500902000104-1-000081/2024,1,1,640512.0
57522468000163-1-000021/2025,1,1,1998.0
57522468000163-1-000095/2025,1,1,800.0
57522468000163-1-000097/2025,1,1,2200.0
57522468000163-1-000108/2025,1,1,3105.05
57522468000163-1-000112/2025,1,1,17780.0
57522468000163-1-000121/2025,1,1,18220.1
57522468000163-1-000125/2025,1,1,14904.0
57522468000163-1-000138/2025,3,3,2175.7
57522468000163-1-000143/2025,1,1,2000.0
57538696000121-1-000010/2025,1,1,43039.0
57538696000121-1-000029/2024,2,2,39103.06
57538696000121-1-000033/2025,1,1,21640.0
57602096000185-1-000017/2025,1,1,7750.0
57614976000171-1-000008/2025,1,1,1545.0
57614976000171-1-000012/2025,1,1,2497.5
59045351000161-1-000038/2024,1,1,1169100.0
59045351000161-1-000039/2024,1,1,2695460.46
59045351000161-1-000040/2024,1,1,283000.0
59097984000113-1-000053/2025,1,1,69960.0
59097984000113-1-000069/2025,1,1,36500.0
59097984000113-1-000084/2025,1,1,2402.5
59108100000189-1-000004/2025,2,2,474.72
59108100000189-1-000009/2025,1,1,4974.52
59108100000189-1-000014/2025,1,1,18997.8
59108100000189-1-000017/2025,1,1,3761.66
59118862000166-1-000010/2025,1,1,27000.0
59118862000166-1-000018/2025,1,1,1050.0
59754648000104-1-000034/2025,1,1,50227.59
59754648000104-1-000036/2025,2,2,17426.21
59754648000104-1-000037/2025,1,1,50849.16
59754648000104-1-000069/2025,1,1,19059.43
59754648000104-1-000070/2025,1,1,10208.02
59754648000104-1-000071/2025,1,1,28000.0
59766774000170-1-000017/2025,1,1,343510.0
59766774000170-1-000019/2025,1,1,155640.0
59766774000170-1-000022/2025,1,1,66800.0
59766774000170-1-000026/2024,1,1,113039.84
59766774000170-1-000033/2025,1,1,10990.3
59766774000170-1-000046/2024,1,1,5219.99
59766774000170-1-000051/2024,1,1,316008.0
59815458000141-1-000010/2025,1,1,183670.91
59870569000150-1-000004/2025,1,1,11038.3
59989830000136-1-000031/2025,1,1,4666.56
63761902000160-1-000095/2025,1,1,165278.0
66228909000100-1-000007/2025,1,1,32040.0
66493396000164-1-000001/2025,1,1,2100.0
66493396000164-1-000002/2025,1,1,1000.0
66493396000164-1-000003/2025,1,1,5220.0
66493396000164-1-000004/2025,1,1,2750.0
66493396000164-1-000005/2025,1,1,270.0
66493396000164-1-000006/2025,1,1,5500.0
66493396000164-1-000007/2025,1,1,478.0
66493396000164-1-000008/2025,1,1,699.93
66493396000164-1-000009/2025,1,1,668.32
66493396000164-1-000010/2025,1,1,9120.0
66998014000154-1-000014/2024,1,1,4705.0
66998014000154-1-000017/2024,1,1,33000.0
67165936000143-1-000035/2025,1,1,36.0
67165936000143-1-000036/2025,1,1,30.0
67165936000143-1-000045/2025,1,1,205.0
67165936000143-1-000047/2025,3,3,780.64
67165936000143-1-000048/2025,1,1,365.4
67165936000143-1-000049/2025,1,1,9500.0
67165936000143-1-000071/2025,1,1,150.0
67165936000143-1-000072/2025,1,1,780.0
67652750000119-1-000012/2025,1,1,36000.0
67652750000119-1-000018/2025,1,1,23000.0
67652750000119-1-000019/2025,1,1,23000.0
68004118000121-1-000029/2025,2,1,9947.92
68004118000121-1-000030/2025,1,1,18240.0
68004118000121-1-000044/2025,1,1,2705580.0
71480560000139-1-000050/2025,1,1,316.0
71480560000139-1-000051/2025,1,1,9645.0
71480560000139-1-000059/2025,1,1,2200.0
71480560000139-1-000112/2025,1,1,10097.0
71480560000139-1-000130/2025,1,1,18260.0
71480560000139-1-000214/2025,1,1,14285.68
71480560000139-1-000225/2025,2,2,15970000.0
72311392000110-1-000012/2025,1,1,3420.0
72311392000110-1-000037/2024,2,1,332800.0
72962806000171-1-000001/2024,6,1,135180.0
72962806000171-1-000020/2025,1,1,1345.5
72962806000171-1-000027/2025,7,7,119689.19
72962806000171-1-000028/2025,4,2,10813.66
72962806000171-1-000035/2025,2,2,18790.16
72962806000171-1-000036/2025,14,9,143360.43
72962806000171-1-000037/2025,1,1,9517.4
72962806000171-1-000038/2025,1,1,7480.0
72962806000171-1-000046/2024,5,3,14880.7
72962806000171-1-000049/2024,3,2,22730.66
72962806000171-1-000049/2025,1,1,11994.57
72962806000171-1-000056/2024,4,4,22714.5
72962806000171-1-000067/2024,1,1,25313.17
72962806000171-1-000082/2025,1,1,4600.0
72962806000171-1-000105/2024,2,1,15085.7
72962806000171-1-000108/2024,1,1,1270.58
72962806000171-1-000116/2024,1,1,6075.0
72962806000171-1-000136/2024,6,1,13900.0
73802134000108-1-000047/2025,1,1,4500.0
75123125000108-1-000003/2024,3,2,58650.0
75123125000108-1-000004/2024,9,3,69200.0
75123125000108-1-000005/2024,6,2,21470.0
75123125000108-1-000006/2024,10,1,213142.0
75123125000108-1-000017/2025,1,1,11160.0
75123125000108-1-000018/2025,1,1,12960.0
75123125000108-1-000019/2025,1,1,269000.0
75123125000108-1-000020/2025,2,2,4320.0
75123125000108-1-000021/2025,1,1,38880.0
75123125000108-1-000023/2025,3,3,14490.0
75123125000108-1-000024/2025,10,10,193860.0
75123125000108-1-000025/2025,1,1,3240.0
75123125000108-1-000026/2025,2,2,10700.0
75123125000108-1-000027/2025,8,8,40580.0
75123125000108-1-000028/2025,4,4,26710.0
75123125000108-1-000029/2025,2,2,4120.0
75123125000108-1-000030/2025,1,1,63000.0
75123125000108-1-000032/2025,1,1,12200.0
75123125000108-1-000033/2025,1,1,5760.0
75123125000108-1-000034/2024,1,1,3500.0
75123125000108-1-000035/2024,2,2,6270.0
75123125000108-1-000037/2024,1,1,19278.0
75123125000108-1-000039/2024,1,1,10500.0
