municipio_ibge,categoria,ano_assinatura,valor_total,n_fornecedores,hhi,hhi_10000,cr1,cr4,n_efetivo,entropia,entropia_normalizada,exposicao_degree,exposicao_strength,n_instrumentos,datas_sentinela,interpretavel_piloto
2604007,Compras,2025,3013769.5700000003,4.0,0.6594205429775315,6594.205429775315,0.8016781455524484,0.9999999999999999,1.5164829343723873,0.6837926544604533,0.4932521357931983,0.4094610314075222,0.9760523359049583,4,2,False
2604007,Locação Imóveis,2025,229200.0,7.0,0.20731339601436366,2073.1339601436366,0.33507853403141363,0.7853403141361256,4.823614967605447,1.7468305409866711,0.8976933194139052,0.5108695652173914,0.6097769178238106,7,2,True
2604007,Serviços,2025,491680.0,6.0,0.31534896221449027,3153.4896221449026,0.5084607875040676,0.8778067035470225,3.1710901883984386,1.4273687305373062,0.7966296565198344,0.7403688488873932,0.8285183164155251,6,2,True
2605103,Serviços,2025,128634.0,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.48793407886992346,0.8328428487345497,1,1,False
2605400,Compras,2025,767251.5,3.0,0.6050443661029623,6050.443661029623,0.7538075846055694,1.0,1.6527713602903409,0.7012654519862467,0.6383193226760807,0.40946103140752227,0.9342015156083402,3,1,False
2605400,Serviços,2025,59013.0,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.48793407886992346,0.7180694526191878,1,1,False
2606200,Serviços,2025,32754.61,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.48793407886992346,0.5732783990582696,1,1,False
2608008,Serviços,2025,22800.0,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.48793407886992346,0.4955856386109476,3,1,False
2608453,Compras,2025,1542300.79,17.0,0.6395357368110877,6395.357368110876,0.7946853868887663,0.9369993838880157,1.5636342778689627,0.9057005430688612,0.3196725530637944,0.41103949195791734,0.9319620405712379,21,3,True
2608453,Serviços,2025,93730.0,2.0,0.5268739944367832,5268.739944367831,0.6159180625200043,1.0,1.8979870150337905,0.666027119075314,0.9608740217875187,0.48793407886992346,0.6650687324184584,2,1,False
2608909,Compras,2025,16140.0,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.40946103140752227,0.5789065529274913,1,1,False
2608909,Serviços,2025,218750.0,1.0,1.0,10000.0,1.0,1.0,1.0,-0.0,0.0,0.48793407886992346,0.8834608593290171,1,1,False
2609105,Compras,2025,224539.9,5.0,0.26705823497433506,2670.5823497433507,0.4308811039819649,0.866170778556506,3.7445016443552186,1.471065133401178,0.9140241583947476,0.47204480422800027,0.7975964319524402,5,3,True
2609105,Serviços,2025,172409.24,3.0,0.33425201203339655,3342.5201203339657,0.3567050118659534,1.0,2.9917546162746382,1.097242477494696,0.9987531441368871,0.48793407886992346,0.7151219090005854,3,3,False
2610608,Compras,2025,2638921.17,19.0,0.5611849715544084,5611.849715544084,0.7427275480153884,0.893507478285151,1.7819436561712119,1.1328595439177638,0.3847454649029514,0.4123386163347225,0.9413829490859441,19,4,True
2610608,Serviços,2025,731345.0,3.0,0.5498998889667656,5498.998889667656,0.6836718648517458,1.0,1.8185128239959278,0.7249839612086432,0.6599088401674164,0.8273556315494099,0.918677300083311,3,2,False
2611507,Compras,2025,471226.89999999997,3.0,0.4993580514679688,4993.580514679688,0.6366192167722173,1.0,2.002571095149639,0.823333543560611,0.749430487946544,0.578934204051547,0.9046458414972124,4,1,False
2611606,Serviços,2025,1887361.0,6.0,0.3210080838884249,3210.080838884249,0.4819427761832527,0.9828856270739937,3.115186346358733,1.3042326854665078,0.7279061212543285,0.496611875113772,0.9331499001324706,8,5,True
