cod_ibge,despesa_empenhada_2025,despesa_liquidada_2025,despesa_paga_2025,populacao_siconfi_2025,liquidada_sobre_empenhada,paga_sobre_empenhada,despesa_empenhada_per_capita
2914703,359471221.44,357203666.47,353332695.28,67605,0.993691970776085,0.9829234559155812,5317.22833281562
2914802,1163036849.65,1120197750.52,1054923424.47,185500,0.9631661721269692,0.9070421326611144,6269.740429380055
2916401,339135012.2,338469727.54,323059559.88,68704,0.9980382896602619,0.9525986650103831,4936.175654983698
2917706,230421090.13,228226301.46,226660394.07,32495,0.990474879409859,0.983679028434948,7090.970614863825
2918001,819095452.66,818937414.05,804550344.45,156408,0.9998070571512919,0.9822424747167563,5236.915328244079
2930774,160233957.44,159750560.25,154152628.17,24799,0.9969831788609415,0.9620471879546683,6461.307207548692
2931202,119139774.87,118697802.64,118390554.97,18016,0.996290304975964,0.9937114208851114,6612.998161079041
2932903,404984474.36,401652623.11,389634061.72,96226,0.9917728914046264,0.9620962935325895,4208.680339617152
3100302,81961224.18,81731154.89,81156797.21,13882,0.9971929495648486,0.9901852738529946,5904.136592709985
3105608,728216188.78,692665835.38,686268577.95,122894,0.9511815942192133,0.9423967614613513,5925.5634024443825
3106200,20631992768.2,19673085049.18,18749468000.74,2392678,0.9535232621592442,0.9087570072067142,8622.970900472192
3107307,237763337.11,226948139.74,220814415.33,50185,0.9545127625585251,0.9287151585857888,4737.737114874963
3110004,207725597.92,203338124.4,201149351.69,39578,0.97887851298091,0.968341666622461,5248.511746930112
3110608,201942681.75,197710334.94,197104731.06,29584,0.979041841113908,0.9760429511578476,6826.077668672256
3111200,319158885.97,297567817.24,283511208.58,52318,0.9323500937021396,0.8883074263100704,6100.364806949808
3117306,220935637.98,218327121.67,212494586.5,26423,0.9881933203088036,0.961794070177288,8361.48953487492
3124708,34182281.71,31168946.11,31100116.01,2764,0.9118451007581962,0.9098314815216588,12366.961544862519
3126703,131280375.7,130101931.42,126374811.78,21504,0.9910234543912873,0.9626329229038,6104.928185453869
3131703,1289378039.72,1206707157.89,1190152837.86,110335,0.9358831318020954,0.9230441353867421,11686.029271944533
3131901,855816542.68,822648587.29,779509521.11,58544,0.9612440824219942,0.910837173898224,14618.347613418966
3133709,446570898.46,397629499.8,385796866.3,16257,0.8904062068782932,0.8639095553033589,27469.45306391093
3133808,557785651.55,535895823.59,530663820.58,95967,0.9607558425011982,0.9513758898339665,5812.265169797951
3134202,623339090.62,597007159.94,578935472.47,97409,0.9577566511129455,0.9287649069051097,6399.194023344866
3135100,468547686.52,453789597.42,422656515.8,70001,0.9685024821921301,0.9020565632052457,6693.44275824631
3136207,481766177.36,457611497.16,452964242.96,75838,0.9498622333091881,0.9402159475830579,6352.569653208155
3137809,120467040.1,116459787.4,112980036.95,20449,0.9667356922136249,0.9378501941793788,5891.096880043034
3139003,238651968.18,230141503.56,211846143.57,36932,0.9643394325012182,0.8876781749824829,6461.929171991769
3139409,469195008.2,315433961.57,427489574.81,88787,0.6722875479432691,0.9111127939105811,5284.501201752509
3140001,928933530.4,884559434.64,877502216.81,64890,0.9522311400032116,0.9446340218036337,14315.511333025119
3143104,258627368.71,252869096.12,250413466.37,47267,0.9777352543208342,0.9682403978319468,5471.626477457846
3143302,2222377009.4,2037439583.37,2012292286.0,436970,0.9167839546360633,0.9054684589916996,5085.8800590429555
